Datum,Supermarkt,Artikelnummer,Umsatz
2023-07-29,Supermarkt 7,A774527541,698.99
2023-07-29,Supermarkt 7,A415352287,869.48
2023-07-29,Supermarkt 7,A391796759,766.04
2023-07-29,Supermarkt 7,A249604557,875.12
2023-07-29,Supermarkt 7,A759796414,909.08
2023-07-29,Supermarkt 7,A879683144,1046.83
2023-07-29,Supermarkt 7,A837431902,895.09
2023-07-29,Supermarkt 7,A718262438,237.08
2023-07-29,Supermarkt 7,A256112302,413.33
2023-07-29,Supermarkt 7,A932791455,1016.26
2023-07-29,Supermarkt 7,A204561996,1084.69
2023-07-29,Supermarkt 7,A269162423,504.07
2023-07-29,Supermarkt 7,A161266261,81.53
2023-07-29,Supermarkt 7,A462873388,5.44
2023-07-29,Supermarkt 7,A259269533,459.32
2023-07-29,Supermarkt 7,A100383009,352.05
2023-07-29,Supermarkt 7,A925803299,856.25
2023-07-29,Supermarkt 7,A281893127,804.88
2023-07-29,Supermarkt 7,A733020003,13.06
2023-07-29,Supermarkt 7,A285192310,597.26
2023-07-29,Supermarkt 7,A293518081,680.95
2023-07-29,Supermarkt 7,A407017321,101.7
2023-07-29,Supermarkt 7,A672934396,477.89
2023-07-29,Supermarkt 7,A861838247,785.67
2023-07-29,Supermarkt 7,A206963091,876.92
2023-07-29,Supermarkt 7,A545827736,680.94
2023-07-29,Supermarkt 7,A336626935,200.3
2023-07-29,Supermarkt 7,A783967271,955.25
2023-07-29,Supermarkt 7,A219566210,35.66
2023-07-29,Supermarkt 7,A692825854,666.39
2023-07-29,Supermarkt 7,A432623837,262.42
2023-07-29,Supermarkt 7,A271020056,624.04
2023-07-29,Supermarkt 7,A218706015,520.84
2023-07-29,Supermarkt 7,A647689258,17.43
2023-07-29,Supermarkt 7,A060525510,977.38
2023-07-29,Supermarkt 7,A970138619,171.16
2023-07-29,Supermarkt 7,A646289611,307.41
2023-07-29,Supermarkt 7,A936181898,764.54
2023-07-29,Supermarkt 7,A743950473,291.43
2023-07-29,Supermarkt 7,A661280904,283.9
2023-07-29,Supermarkt 7,A447441224,520.48
2023-07-29,Supermarkt 7,A318969990,61.23
2023-07-29,Supermarkt 7,A347889922,125.72
2023-07-29,Supermarkt 7,A103882825,293.74
2023-07-29,Supermarkt 7,A209936447,248.52
2023-07-29,Supermarkt 7,A492130694,1120.29
2023-07-29,Supermarkt 7,A257121278,368.64
2023-07-29,Supermarkt 7,A167270383,1072.82
2023-07-29,Supermarkt 7,A554203473,837.19
2023-07-29,Supermarkt 7,A216470301,555.72
2023-07-29,Supermarkt 7,A015992600,468.89
2023-07-29,Supermarkt 7,A941664355,1173.93
2023-07-29,Supermarkt 7,A908898659,344.43
2023-07-29,Supermarkt 7,A642959207,672.72
2023-07-29,Supermarkt 7,A190737868,1001.47
2023-07-29,Supermarkt 7,A665470491,932.17
2023-07-29,Supermarkt 7,A838124959,729.88
2023-07-29,Supermarkt 7,A971920912,871.7
2023-07-29,Supermarkt 7,A430394922,338.41
2023-07-29,Supermarkt 7,A202790850,414.88
2023-07-29,Supermarkt 7,A789691095,563.22
2023-07-29,Supermarkt 7,A952833316,438.39
2023-07-29,Supermarkt 7,A869001989,654.38
2023-07-29,Supermarkt 7,A157008676,75.42
2023-07-29,Supermarkt 7,A481336701,310.75
2023-07-29,Supermarkt 7,A540577545,1079.88
2023-07-29,Supermarkt 7,A638132714,1196.31
2023-07-29,Supermarkt 7,A625701902,383.02
2023-07-29,Supermarkt 7,A564797522,250.36
2023-07-29,Supermarkt 7,A502257203,283.88
2023-07-29,Supermarkt 7,A609657051,267.16
2023-07-29,Supermarkt 7,A880401448,170.3
2023-07-29,Supermarkt 7,A956057291,1148.19
2023-07-29,Supermarkt 7,A274376555,21.57
2023-07-29,Supermarkt 7,A883464440,656.57
2023-07-29,Supermarkt 7,A032586403,1061.83
2023-07-29,Supermarkt 7,A860770745,536.79
2023-07-29,Supermarkt 7,A192593344,1008.84
2023-07-29,Supermarkt 7,A936988377,889.65
2023-07-29,Supermarkt 7,A367809571,323.77
2023-07-29,Supermarkt 7,A154673786,302.6
2023-07-29,Supermarkt 7,A573123389,686.03
2023-07-29,Supermarkt 7,A659752955,1078.99
2023-07-29,Supermarkt 7,A120705759,971.46
2023-07-29,Supermarkt 7,A533393063,296.94
2023-07-29,Supermarkt 7,A210781251,1000.47
2023-07-29,Supermarkt 7,A286107156,895.44
2023-07-29,Supermarkt 7,A903355948,1002.11
2023-07-29,Supermarkt 7,A003230639,1114.15
2023-07-29,Supermarkt 7,A472646255,487.95
2023-07-29,Supermarkt 7,A506087161,121.51
2023-07-29,Supermarkt 7,A923747155,4.05
2023-07-29,Supermarkt 7,A999051936,208.29
2023-07-29,Supermarkt 7,A215066418,979.59
2023-07-29,Supermarkt 7,A310750042,482.4
2023-07-29,Supermarkt 7,A277788007,98.7
2023-07-29,Supermarkt 7,A480329290,590.5
2023-07-29,Supermarkt 7,A726425454,436.48
2023-07-29,Supermarkt 7,A089319967,603.84
2023-07-29,Supermarkt 7,A772064371,45.57
2023-07-29,Supermarkt 7,A499199706,639.17
2023-07-29,Supermarkt 7,A163515916,205.23
2023-07-29,Supermarkt 7,A688115514,1162.53
2023-07-29,Supermarkt 7,A591306683,136.33
2023-07-29,Supermarkt 7,A816122182,1000.01
2023-07-29,Supermarkt 7,A565203560,1154.12
2023-07-29,Supermarkt 7,A651549678,1142.52
2023-07-29,Supermarkt 7,A297970815,1175.94
2023-07-29,Supermarkt 7,A628875519,978.87
2023-07-29,Supermarkt 7,A682002108,116.1
2023-07-29,Supermarkt 7,A612437288,628.05
2023-07-29,Supermarkt 7,A911689206,1018.81
2023-07-29,Supermarkt 7,A858681613,1120.29
2023-07-29,Supermarkt 7,A192311666,1083.2
2023-07-29,Supermarkt 7,A131098593,453.58
2023-07-29,Supermarkt 7,A227233465,118.19
2023-07-29,Supermarkt 7,A194551737,1174.28
2023-07-29,Supermarkt 7,A502100964,158.16
2023-07-29,Supermarkt 7,A655558942,139.35
2023-07-29,Supermarkt 7,A291558880,169.04
2023-07-29,Supermarkt 7,A189025788,788.05
2023-07-29,Supermarkt 7,A918926482,672.93
2023-07-29,Supermarkt 7,A925024236,1078.45
2023-07-29,Supermarkt 7,A972702809,9.49
2023-07-29,Supermarkt 7,A263998349,1114.66
2023-07-29,Supermarkt 7,A748685023,730.22
2023-07-29,Supermarkt 7,A645860259,1027.35
2023-07-29,Supermarkt 7,A389120771,868.25
2023-07-29,Supermarkt 7,A753883151,722.2
2023-07-29,Supermarkt 7,A872935781,165.6
2023-07-29,Supermarkt 7,A868317939,640.24
2023-07-29,Supermarkt 7,A252916767,241.85
2023-07-29,Supermarkt 7,A386086695,1178.22
2023-07-29,Supermarkt 7,A817818516,124.08
2023-07-29,Supermarkt 7,A669505911,278.46
2023-07-29,Supermarkt 7,A473609569,643.47
2023-07-29,Supermarkt 7,A550171681,461.49
2023-07-29,Supermarkt 7,A625343472,145.78
2023-07-29,Supermarkt 7,A083655087,921.19
2023-07-29,Supermarkt 7,A812415918,796.24
2023-07-29,Supermarkt 7,A668549402,175.61
2023-07-29,Supermarkt 7,A096923443,415.95
2023-07-29,Supermarkt 7,A409715350,1069.24
2023-07-29,Supermarkt 7,A354910556,315.44
2023-07-29,Supermarkt 7,A742411969,87.04
2023-07-29,Supermarkt 7,A654987724,1163.98
2023-07-29,Supermarkt 7,A896705263,492.65
2023-07-29,Supermarkt 7,A646348818,348.73
2023-07-29,Supermarkt 7,A999836824,550.73
2023-07-29,Supermarkt 7,A607533685,134.92
2023-07-29,Supermarkt 7,A111347135,1097.09
2023-07-29,Supermarkt 7,A041210510,640.47
2023-07-29,Supermarkt 7,A041903818,199.35
2023-07-29,Supermarkt 7,A412451698,1188.6
2023-07-29,Supermarkt 7,A396460306,150.6
2023-07-29,Supermarkt 7,A419120732,1168.42
2023-07-29,Supermarkt 7,A751246902,835.6
2023-07-29,Supermarkt 7,A334081849,699.83
2023-07-29,Supermarkt 7,A001581028,966.1
2023-07-29,Supermarkt 7,A700407960,34.07
2023-07-29,Supermarkt 7,A815782616,1123.67
2023-07-29,Supermarkt 7,A549045120,256.42
2023-07-29,Supermarkt 7,A423722691,1063.73
2023-07-29,Supermarkt 7,A136466027,63.79
2023-07-29,Supermarkt 7,A378266150,1093.74
2023-07-29,Supermarkt 7,A999347708,310.88
2023-07-29,Supermarkt 7,A019265800,1069.02
2023-07-29,Supermarkt 7,A146504390,526.15
2023-07-29,Supermarkt 7,A989981183,42.4
2023-07-29,Supermarkt 7,A330327872,776.84
2023-07-29,Supermarkt 7,A870915361,1054.24
2023-07-29,Supermarkt 7,A259454150,336.52
2023-07-29,Supermarkt 7,A372068692,1096.67
2023-07-29,Supermarkt 7,A374434117,386.6
2023-07-29,Supermarkt 7,A514866963,871.47
2023-07-29,Supermarkt 7,A723537068,1172.5
2023-07-29,Supermarkt 7,A532548198,469.33
2023-07-29,Supermarkt 7,A100730616,841.21
2023-07-29,Supermarkt 7,A326808827,1075.27
2023-07-29,Supermarkt 7,A255847604,1090.11
2023-07-29,Supermarkt 7,A255193123,383.75
2023-07-29,Supermarkt 7,A646517298,1123.36
2023-07-29,Supermarkt 7,A318938704,284.83
2023-07-29,Supermarkt 7,A054318164,418.56
2023-07-29,Supermarkt 7,A318608643,898.23
2023-07-29,Supermarkt 7,A080457377,490.48
2023-07-29,Supermarkt 7,A823953263,664.18
2023-07-29,Supermarkt 7,A425482210,637.54
2023-07-29,Supermarkt 7,A604937338,884.41
2023-07-29,Supermarkt 7,A572880989,715.08
2023-07-29,Supermarkt 7,A682903812,136.79
2023-07-29,Supermarkt 7,A916966929,122.81
2023-07-29,Supermarkt 7,A570650616,34.72
2023-07-29,Supermarkt 7,A598622108,764.4
2023-07-29,Supermarkt 7,A032179396,1052.11
2023-07-29,Supermarkt 7,A832072969,49.05
2023-07-29,Supermarkt 7,A961138459,516.96
2023-07-29,Supermarkt 7,A897505213,301.87
2023-07-29,Supermarkt 7,A916873693,1070.76
2023-07-29,Supermarkt 7,A769457115,952.15
2023-07-29,Supermarkt 7,A759768800,723.5
2023-07-29,Supermarkt 7,A694833875,406.44
2023-07-29,Supermarkt 7,A486874181,200.28
2023-07-29,Supermarkt 7,A504606535,442.28
2023-07-29,Supermarkt 7,A737558937,877.14
2023-07-29,Supermarkt 7,A780660615,55.57
2023-07-29,Supermarkt 7,A080263736,267.8
2023-07-29,Supermarkt 7,A995987625,557.56
2023-07-29,Supermarkt 7,A583044907,725.37
2023-07-29,Supermarkt 7,A073041068,261.65
2023-07-29,Supermarkt 7,A505420213,258.52
2023-07-29,Supermarkt 7,A864571822,463.96
2023-07-29,Supermarkt 7,A898420684,767.18
2023-07-29,Supermarkt 7,A092764092,189.3
2023-07-29,Supermarkt 7,A345280706,139.71
2023-07-29,Supermarkt 7,A838365661,68.9
2023-07-29,Supermarkt 7,A740090764,27.8
2023-07-29,Supermarkt 7,A474096348,988.27
2023-07-29,Supermarkt 7,A896628119,1049.89
2023-07-29,Supermarkt 7,A759880633,311.09
2023-07-29,Supermarkt 7,A711235704,199.19
2023-07-29,Supermarkt 7,A850686347,134.47
2023-07-29,Supermarkt 7,A704683956,852.45
2023-07-29,Supermarkt 7,A191374536,842.72
2023-07-29,Supermarkt 7,A779291438,592.67
2023-07-29,Supermarkt 7,A545096746,38.27
2023-07-29,Supermarkt 7,A120086036,788.28
2023-07-29,Supermarkt 7,A903994835,413.66
2023-07-29,Supermarkt 7,A967921033,1110.14
2023-07-29,Supermarkt 7,A994616876,521.66
2023-07-29,Supermarkt 7,A804050816,1121.67
2023-07-29,Supermarkt 7,A875903080,633.05
2023-07-29,Supermarkt 7,A129599369,1144.79
2023-07-29,Supermarkt 7,A459485174,469.62
2023-07-29,Supermarkt 7,A180070284,333.1
2023-07-29,Supermarkt 7,A950890741,594.37
2023-07-29,Supermarkt 7,A391288825,631.46
2023-07-29,Supermarkt 7,A593866344,509.14
2023-07-29,Supermarkt 7,A531425227,1134.29
2023-07-29,Supermarkt 7,A144983351,749.91
2023-07-29,Supermarkt 7,A566157709,123.69
2023-07-29,Supermarkt 7,A913996223,809.53
2023-07-29,Supermarkt 7,A359021938,399.62
2023-07-29,Supermarkt 7,A167699491,845.45
2023-07-29,Supermarkt 7,A660746054,459.37
2023-07-29,Supermarkt 7,A750937477,773.03
2023-07-29,Supermarkt 7,A839187408,297.51
2023-07-29,Supermarkt 7,A558119376,123.8
2023-07-29,Supermarkt 7,A886539397,175.53
2023-07-29,Supermarkt 7,A529121356,191.89
2023-07-29,Supermarkt 7,A781238065,811.17
2023-07-29,Supermarkt 7,A070650971,738.61
2023-07-29,Supermarkt 7,A548804252,933.54
2023-07-29,Supermarkt 7,A167062797,461.6
2023-07-29,Supermarkt 7,A796715547,427.47
2023-07-29,Supermarkt 7,A050652539,1005.65
2023-07-29,Supermarkt 7,A112044092,102.23
2023-07-29,Supermarkt 7,A021851701,431.05
2023-07-29,Supermarkt 7,A563368527,1099.92
2023-07-29,Supermarkt 7,A581441188,474.26
2023-07-29,Supermarkt 7,A515714979,358.99
2023-07-29,Supermarkt 7,A629799926,155.16
2023-07-29,Supermarkt 7,A722629871,871.84
2023-07-29,Supermarkt 7,A951679163,130.54
2023-07-29,Supermarkt 7,A890023258,406.1
2023-07-29,Supermarkt 7,A156882114,735.65
2023-07-29,Supermarkt 7,A684828499,548.88
2023-07-29,Supermarkt 7,A730767679,83.3
2023-07-29,Supermarkt 7,A709727627,651.74
2023-07-29,Supermarkt 7,A132660260,9.73
2023-07-29,Supermarkt 7,A478213961,428.18
2023-07-29,Supermarkt 7,A541971426,447.34
2023-07-29,Supermarkt 7,A325915629,48.67
2023-07-29,Supermarkt 7,A068688948,291.86
2023-07-29,Supermarkt 7,A098254116,369.25
2023-07-29,Supermarkt 7,A923657051,363.07
2023-07-29,Supermarkt 7,A073763728,227.29
2023-07-29,Supermarkt 7,A765910416,39.02
2023-07-29,Supermarkt 7,A213864760,411.4
2023-07-29,Supermarkt 7,A318174016,664.61
2023-07-29,Supermarkt 7,A677780503,616.55
2023-07-29,Supermarkt 7,A034578511,1143.54
2023-07-29,Supermarkt 7,A566851640,1161.36
2023-07-29,Supermarkt 7,A435254285,706.86
2023-07-29,Supermarkt 7,A352895467,797.76
2023-07-29,Supermarkt 7,A736906463,665.14
2023-07-29,Supermarkt 7,A069699492,96.52
2023-07-29,Supermarkt 7,A829095350,169.87
2023-07-29,Supermarkt 7,A601129768,360.98
2023-07-29,Supermarkt 7,A575171739,270.31
2023-07-29,Supermarkt 7,A632355975,359.21
2023-07-29,Supermarkt 7,A229661730,31.61
2023-07-29,Supermarkt 7,A040749219,104.37
2023-07-29,Supermarkt 7,A038735068,1168.54
2023-07-29,Supermarkt 7,A002617846,1180.76
2023-07-29,Supermarkt 7,A914929772,225.53
2023-07-29,Supermarkt 7,A215524242,370.49
2023-07-29,Supermarkt 7,A054619963,992.34
2023-07-29,Supermarkt 7,A408781824,728.41
2023-07-29,Supermarkt 7,A927675298,332.06
2023-07-29,Supermarkt 7,A358452102,626.39
2023-07-29,Supermarkt 7,A281115864,633.05
2023-07-29,Supermarkt 7,A911898038,200.11
2023-07-29,Supermarkt 7,A457976901,913.17
2023-07-29,Supermarkt 7,A053798044,426.97
2023-07-29,Supermarkt 7,A545004779,766.83
2023-07-29,Supermarkt 7,A388513382,186.21
2023-07-29,Supermarkt 7,A167123570,1144.76
2023-07-29,Supermarkt 7,A262960226,1121.78
2023-07-29,Supermarkt 7,A026441137,754.61
2023-07-29,Supermarkt 7,A311757545,34.83
2023-07-29,Supermarkt 7,A958540170,798.14
2023-07-29,Supermarkt 7,A832930449,514.8
2023-07-29,Supermarkt 7,A943711147,938.33
2023-07-29,Supermarkt 7,A779573670,311.04
2023-07-29,Supermarkt 7,A432078557,245.56
2023-07-29,Supermarkt 7,A509564939,1184.12
2023-07-29,Supermarkt 7,A653874706,201.82
2023-07-29,Supermarkt 7,A220674409,949.97
2023-07-29,Supermarkt 7,A143681521,501.12
2023-07-29,Supermarkt 7,A521770351,290.46
2023-07-29,Supermarkt 7,A066251485,487.1
2023-07-29,Supermarkt 7,A643336201,1116.01
2023-07-29,Supermarkt 7,A731113366,627.49
2023-07-29,Supermarkt 7,A337950119,451.41
2023-07-29,Supermarkt 7,A079474585,344.34
2023-07-29,Supermarkt 7,A287704720,599.14
2023-07-29,Supermarkt 7,A652916595,318.26
2023-07-29,Supermarkt 7,A773113655,326.13
2023-07-29,Supermarkt 7,A231256986,1046.76
2023-07-29,Supermarkt 7,A516600080,53.84
2023-07-29,Supermarkt 7,A655090450,391.2
2023-07-29,Supermarkt 7,A108476931,517.6
2023-07-29,Supermarkt 7,A762464855,1199.72
2023-07-29,Supermarkt 7,A492876551,260.84
2023-07-29,Supermarkt 7,A132368267,539.88
2023-07-29,Supermarkt 7,A391700736,618.99
2023-07-29,Supermarkt 7,A404407856,1119.74
2023-07-29,Supermarkt 7,A854266108,581.83
2023-07-29,Supermarkt 7,A997713767,76.07
2023-07-29,Supermarkt 7,A268053778,311.1
2023-07-29,Supermarkt 7,A474459802,953.83
2023-07-29,Supermarkt 7,A576243224,750.64
2023-07-29,Supermarkt 7,A956717769,649.17
2023-07-29,Supermarkt 7,A920713912,895.8
2023-07-29,Supermarkt 7,A594321487,867.8
2023-07-29,Supermarkt 7,A040132152,1079.73
2023-07-29,Supermarkt 7,A429759607,235.05
2023-07-29,Supermarkt 7,A139626857,736.8
2023-07-29,Supermarkt 7,A287195915,507.02
2023-07-29,Supermarkt 7,A075989008,931.89
2023-07-29,Supermarkt 7,A236177963,202.61
2023-07-29,Supermarkt 7,A617514740,1143.89
2023-07-29,Supermarkt 7,A934247184,196.26
2023-07-29,Supermarkt 7,A018238458,876.4
2023-07-29,Supermarkt 7,A072787911,376.98
2023-07-29,Supermarkt 7,A520022599,474.15
2023-07-29,Supermarkt 7,A870671039,137.27
2023-07-29,Supermarkt 7,A281483103,906.28
2023-07-29,Supermarkt 7,A457890316,220.01
2023-07-29,Supermarkt 7,A276143682,860.66
2023-07-29,Supermarkt 7,A123057941,1026.38
2023-07-29,Supermarkt 7,A871588979,68.85
2023-07-29,Supermarkt 7,A340937941,541.82
2023-07-29,Supermarkt 7,A992087755,1167.21
2023-07-29,Supermarkt 7,A666985802,479.8
2023-07-29,Supermarkt 7,A068814159,378.74
2023-07-29,Supermarkt 7,A210996277,334.27
2023-07-29,Supermarkt 7,A924047643,396.84
2023-07-29,Supermarkt 7,A639372009,641.11
2023-07-29,Supermarkt 7,A409374588,669.25
2023-07-29,Supermarkt 7,A893334932,428.76
2023-07-29,Supermarkt 7,A497029278,181.33
2023-07-29,Supermarkt 7,A410428714,836.43
2023-07-29,Supermarkt 7,A528851378,915.68
2023-07-29,Supermarkt 7,A541464462,938.04
2023-07-29,Supermarkt 7,A650526951,637.97
2023-07-29,Supermarkt 7,A652054976,35.24
2023-07-29,Supermarkt 7,A603582044,224.03
2023-07-29,Supermarkt 7,A561343959,690.86
2023-07-29,Supermarkt 7,A902657755,1131.48
2023-07-29,Supermarkt 7,A005651738,247.68
2023-07-29,Supermarkt 7,A981150945,133.7
2023-07-29,Supermarkt 7,A095006487,193.1
2023-07-29,Supermarkt 7,A706979230,216.29
2023-07-29,Supermarkt 7,A659407615,639.57
2023-07-29,Supermarkt 7,A964371430,1143.56
2023-07-29,Supermarkt 7,A915007945,741.93
2023-07-29,Supermarkt 7,A632275648,301.75
2023-07-29,Supermarkt 7,A009620202,853.76
2023-07-29,Supermarkt 7,A614792896,897.64
2023-07-29,Supermarkt 7,A211024838,1049.88
2023-07-29,Supermarkt 7,A833201552,84.17
2023-07-29,Supermarkt 7,A708646279,451.3
2023-07-29,Supermarkt 7,A271517930,30.67
2023-07-29,Supermarkt 7,A989997645,52.43
2023-07-29,Supermarkt 7,A650614472,575.73
2023-07-29,Supermarkt 7,A861073935,658.68
2023-07-29,Supermarkt 7,A456066626,79.97
2023-07-29,Supermarkt 7,A366798881,754.77
2023-07-29,Supermarkt 7,A537912253,1160.32
2023-07-29,Supermarkt 7,A170524868,632.85
2023-07-29,Supermarkt 7,A604038175,936.6
2023-07-29,Supermarkt 7,A993351578,642.03
2023-07-29,Supermarkt 7,A570053582,718.05
2023-07-29,Supermarkt 7,A422512091,350.3
2023-07-29,Supermarkt 7,A788950754,286.47
2023-07-29,Supermarkt 7,A679670012,1142.66
2023-07-29,Supermarkt 7,A335537225,494.28
2023-07-29,Supermarkt 7,A688505675,764.97
2023-07-29,Supermarkt 7,A656518334,264.96
2023-07-29,Supermarkt 7,A716264443,1156.39
2023-07-29,Supermarkt 7,A009200603,634.31
2023-07-29,Supermarkt 7,A442797635,1119.03
2023-07-29,Supermarkt 7,A242265362,648.88
2023-07-29,Supermarkt 7,A012444894,1067.32
2023-07-29,Supermarkt 7,A631083060,518.1
2023-07-29,Supermarkt 7,A656309719,279.68
2023-07-29,Supermarkt 7,A359914036,699.74
2023-07-29,Supermarkt 7,A244438343,1163.71
2023-07-29,Supermarkt 7,A800933279,465.09
2023-07-29,Supermarkt 7,A133346768,803.53
2023-07-29,Supermarkt 7,A305220828,918.89
2023-07-29,Supermarkt 7,A548424340,634.33
2023-07-29,Supermarkt 7,A910933028,667.59
2023-07-29,Supermarkt 7,A283609409,1114.39
2023-07-29,Supermarkt 7,A410381133,1067.91
2023-07-29,Supermarkt 7,A228273253,192.92
2023-07-29,Supermarkt 7,A725368653,1131.85
2023-07-29,Supermarkt 7,A773031440,22.4
2023-07-29,Supermarkt 7,A983052179,325.76
2023-07-29,Supermarkt 7,A737367149,1128.86
2023-07-29,Supermarkt 7,A904974963,417.83
2023-07-29,Supermarkt 7,A563595548,641.96
2023-07-29,Supermarkt 7,A835808097,168.18
2023-07-29,Supermarkt 7,A429740544,1191.9
2023-07-29,Supermarkt 7,A994514733,835.77
2023-07-29,Supermarkt 7,A290729105,290.54
2023-07-29,Supermarkt 7,A500112943,828.85
2023-07-29,Supermarkt 7,A424263777,71.5
2023-07-29,Supermarkt 7,A898307326,1075.01
2023-07-29,Supermarkt 7,A046047365,542.22
2023-07-29,Supermarkt 7,A490583945,63.21
2023-07-29,Supermarkt 7,A909494480,687.69
2023-07-29,Supermarkt 7,A862860169,123.99
2023-07-29,Supermarkt 7,A181724067,417.31
2023-07-29,Supermarkt 7,A314868031,1.93
2023-07-29,Supermarkt 7,A058486371,948.49
2023-07-29,Supermarkt 7,A420243377,723.95
2023-07-29,Supermarkt 7,A479921769,231.33
2023-07-30,Supermarkt 7,A508436107,245.03
2023-07-30,Supermarkt 7,A494741731,391.7
2023-07-30,Supermarkt 7,A984047700,329.92
2023-07-30,Supermarkt 7,A686288763,907.18
2023-07-30,Supermarkt 7,A117653789,750.92
2023-07-30,Supermarkt 7,A876634416,863.46
2023-07-30,Supermarkt 7,A444070196,915.88
2023-07-30,Supermarkt 7,A267759769,466.84
2023-07-30,Supermarkt 7,A244182817,175.19
2023-07-30,Supermarkt 7,A357205926,271.52
2023-07-30,Supermarkt 7,A799771723,373.06
2023-07-30,Supermarkt 7,A577908064,213.27
2023-07-30,Supermarkt 7,A901248058,294.12
2023-07-30,Supermarkt 7,A502744906,773.41
2023-07-30,Supermarkt 7,A428175671,495.06
2023-07-30,Supermarkt 7,A401829730,267.44
2023-07-30,Supermarkt 7,A795990421,338.38
2023-07-30,Supermarkt 7,A842813962,1086.55
2023-07-30,Supermarkt 7,A858280858,782.57
2023-07-30,Supermarkt 7,A057188345,385.23
2023-07-30,Supermarkt 7,A370844032,1176.27
2023-07-30,Supermarkt 7,A615548631,883.43
2023-07-30,Supermarkt 7,A788109666,583.57
2023-07-30,Supermarkt 7,A443834257,556.92
2023-07-30,Supermarkt 7,A070236562,510.18
2023-07-30,Supermarkt 7,A719609280,583.12
2023-07-30,Supermarkt 7,A760957598,850.94
2023-07-30,Supermarkt 7,A195934452,782.37
2023-07-30,Supermarkt 7,A431470276,782.17
2023-07-30,Supermarkt 7,A196351288,436.86
2023-07-30,Supermarkt 7,A440064773,379.05
2023-07-30,Supermarkt 7,A302066701,1078.13
2023-07-30,Supermarkt 7,A386205094,261.25
2023-07-30,Supermarkt 7,A441032075,582.09
2023-07-30,Supermarkt 7,A466815911,686.32
2023-07-30,Supermarkt 7,A406253066,3.23
2023-07-30,Supermarkt 7,A822483184,731.12
2023-07-30,Supermarkt 7,A484628109,1107.92
2023-07-30,Supermarkt 7,A096319128,550.06
2023-07-30,Supermarkt 7,A309161420,573.14
2023-07-30,Supermarkt 7,A708079024,343.87
2023-07-30,Supermarkt 7,A915048649,649.46
2023-07-30,Supermarkt 7,A119739307,102.22
2023-07-30,Supermarkt 7,A166076933,511.96
2023-07-30,Supermarkt 7,A689793331,897.05
2023-07-30,Supermarkt 7,A968963374,262.46
2023-07-30,Supermarkt 7,A415633717,627.42
2023-07-30,Supermarkt 7,A453190985,593.56
2023-07-30,Supermarkt 7,A389820286,102.12
2023-07-30,Supermarkt 7,A639180066,1085.05
2023-07-30,Supermarkt 7,A774527541,1082.58
2023-07-30,Supermarkt 7,A415352287,191.67
2023-07-30,Supermarkt 7,A391796759,286.52
2023-07-30,Supermarkt 7,A249604557,676.73
