Datum,Supermarkt,Artikelnummer,Umsatz
2023-07-29,Supermarkt 10,A783967271,509.95
2023-07-29,Supermarkt 10,A219566210,620.99
2023-07-29,Supermarkt 10,A692825854,267.97
2023-07-29,Supermarkt 10,A432623837,538.92
2023-07-29,Supermarkt 10,A271020056,660.07
2023-07-29,Supermarkt 10,A218706015,670.19
2023-07-29,Supermarkt 10,A647689258,850.61
2023-07-29,Supermarkt 10,A060525510,1010.46
2023-07-29,Supermarkt 10,A970138619,1132.92
2023-07-29,Supermarkt 10,A646289611,1075.28
2023-07-29,Supermarkt 10,A936181898,522.52
2023-07-29,Supermarkt 10,A743950473,1120.43
2023-07-29,Supermarkt 10,A661280904,1025.19
2023-07-29,Supermarkt 10,A447441224,479.83
2023-07-29,Supermarkt 10,A318969990,164.46
2023-07-29,Supermarkt 10,A347889922,825.5
2023-07-29,Supermarkt 10,A103882825,65.62
2023-07-29,Supermarkt 10,A209936447,325.08
2023-07-29,Supermarkt 10,A492130694,387.82
2023-07-29,Supermarkt 10,A257121278,171.21
2023-07-29,Supermarkt 10,A167270383,974.95
2023-07-29,Supermarkt 10,A554203473,183.5
2023-07-29,Supermarkt 10,A216470301,962.14
2023-07-29,Supermarkt 10,A015992600,1031.8
2023-07-29,Supermarkt 10,A941664355,1080.66
2023-07-29,Supermarkt 10,A908898659,1009.77
2023-07-29,Supermarkt 10,A642959207,695.89
2023-07-29,Supermarkt 10,A190737868,885.65
2023-07-29,Supermarkt 10,A665470491,942.6
2023-07-29,Supermarkt 10,A838124959,470.23
2023-07-29,Supermarkt 10,A971920912,1168.02
2023-07-29,Supermarkt 10,A430394922,348.6
2023-07-29,Supermarkt 10,A202790850,570.62
2023-07-29,Supermarkt 10,A789691095,816.24
2023-07-29,Supermarkt 10,A952833316,67.26
2023-07-29,Supermarkt 10,A869001989,1172.7
2023-07-29,Supermarkt 10,A157008676,603.36
2023-07-29,Supermarkt 10,A481336701,998.52
2023-07-29,Supermarkt 10,A540577545,516.69
2023-07-29,Supermarkt 10,A638132714,474.26
2023-07-29,Supermarkt 10,A625701902,129.54
2023-07-29,Supermarkt 10,A564797522,873.95
2023-07-29,Supermarkt 10,A502257203,179.36
2023-07-29,Supermarkt 10,A609657051,792.65
2023-07-29,Supermarkt 10,A880401448,806.96
2023-07-29,Supermarkt 10,A956057291,856.4
2023-07-29,Supermarkt 10,A274376555,1011.07
2023-07-29,Supermarkt 10,A883464440,417.33
2023-07-29,Supermarkt 10,A032586403,808.01
2023-07-29,Supermarkt 10,A860770745,647.1
2023-07-29,Supermarkt 10,A192593344,560.86
2023-07-29,Supermarkt 10,A936988377,973.1
2023-07-29,Supermarkt 10,A367809571,420.55
2023-07-29,Supermarkt 10,A154673786,231.62
2023-07-29,Supermarkt 10,A573123389,1005.58
2023-07-29,Supermarkt 10,A659752955,1112.7
2023-07-29,Supermarkt 10,A120705759,478.78
2023-07-29,Supermarkt 10,A533393063,678.95
2023-07-29,Supermarkt 10,A210781251,1125.98
2023-07-29,Supermarkt 10,A286107156,921.48
2023-07-29,Supermarkt 10,A903355948,1092.1
2023-07-29,Supermarkt 10,A003230639,493.75
2023-07-29,Supermarkt 10,A472646255,846.14
2023-07-29,Supermarkt 10,A506087161,110.04
2023-07-29,Supermarkt 10,A923747155,459.03
2023-07-29,Supermarkt 10,A999051936,1141.89
2023-07-29,Supermarkt 10,A215066418,144.46
2023-07-29,Supermarkt 10,A310750042,225.14
2023-07-29,Supermarkt 10,A277788007,295.55
2023-07-29,Supermarkt 10,A480329290,808.75
2023-07-29,Supermarkt 10,A726425454,76.07
2023-07-29,Supermarkt 10,A089319967,454.91
2023-07-29,Supermarkt 10,A772064371,482.27
2023-07-29,Supermarkt 10,A499199706,321.52
2023-07-29,Supermarkt 10,A163515916,441.25
2023-07-29,Supermarkt 10,A688115514,229.23
2023-07-29,Supermarkt 10,A591306683,1105.8
2023-07-29,Supermarkt 10,A816122182,32.69
2023-07-29,Supermarkt 10,A565203560,408.17
2023-07-29,Supermarkt 10,A651549678,516.51
2023-07-29,Supermarkt 10,A297970815,199.76
2023-07-29,Supermarkt 10,A628875519,686.87
2023-07-29,Supermarkt 10,A682002108,597.34
2023-07-29,Supermarkt 10,A612437288,542.03
2023-07-29,Supermarkt 10,A911689206,1047.4
2023-07-29,Supermarkt 10,A858681613,384.78
2023-07-29,Supermarkt 10,A192311666,1087.91
2023-07-29,Supermarkt 10,A131098593,571.17
2023-07-29,Supermarkt 10,A227233465,1062.28
2023-07-29,Supermarkt 10,A194551737,121.5
2023-07-29,Supermarkt 10,A502100964,555.26
2023-07-29,Supermarkt 10,A655558942,998.39
2023-07-29,Supermarkt 10,A291558880,1034.04
2023-07-29,Supermarkt 10,A189025788,525.99
2023-07-29,Supermarkt 10,A918926482,29.56
2023-07-29,Supermarkt 10,A925024236,827.28
2023-07-29,Supermarkt 10,A972702809,217.22
2023-07-29,Supermarkt 10,A263998349,647.05
2023-07-29,Supermarkt 10,A748685023,658.19
2023-07-29,Supermarkt 10,A645860259,1189.42
2023-07-29,Supermarkt 10,A389120771,990.04
2023-07-29,Supermarkt 10,A753883151,98.05
2023-07-29,Supermarkt 10,A872935781,379.83
2023-07-29,Supermarkt 10,A868317939,350.82
2023-07-29,Supermarkt 10,A252916767,355.11
2023-07-29,Supermarkt 10,A386086695,602.08
2023-07-29,Supermarkt 10,A817818516,1130.62
2023-07-29,Supermarkt 10,A669505911,132.64
2023-07-29,Supermarkt 10,A473609569,319.34
2023-07-29,Supermarkt 10,A550171681,1033.99
2023-07-29,Supermarkt 10,A625343472,667.1
2023-07-29,Supermarkt 10,A083655087,127.4
2023-07-29,Supermarkt 10,A812415918,1183.72
2023-07-29,Supermarkt 10,A668549402,512.74
2023-07-29,Supermarkt 10,A096923443,634.06
2023-07-29,Supermarkt 10,A409715350,180.43
2023-07-29,Supermarkt 10,A354910556,656.13
2023-07-29,Supermarkt 10,A742411969,361.2
2023-07-29,Supermarkt 10,A654987724,356.39
2023-07-29,Supermarkt 10,A896705263,59.92
2023-07-29,Supermarkt 10,A646348818,179.06
2023-07-29,Supermarkt 10,A999836824,3.57
2023-07-29,Supermarkt 10,A607533685,349.62
2023-07-29,Supermarkt 10,A111347135,737.43
2023-07-29,Supermarkt 10,A041210510,936.72
2023-07-29,Supermarkt 10,A041903818,703.8
2023-07-29,Supermarkt 10,A412451698,1128.14
2023-07-29,Supermarkt 10,A396460306,126.6
2023-07-29,Supermarkt 10,A419120732,238.02
2023-07-29,Supermarkt 10,A751246902,766.1
2023-07-29,Supermarkt 10,A334081849,1042.44
2023-07-29,Supermarkt 10,A001581028,584.91
2023-07-29,Supermarkt 10,A700407960,351.69
2023-07-29,Supermarkt 10,A815782616,595.52
2023-07-29,Supermarkt 10,A549045120,815.69
2023-07-29,Supermarkt 10,A423722691,523.97
2023-07-29,Supermarkt 10,A136466027,866.19
2023-07-29,Supermarkt 10,A378266150,719.89
2023-07-29,Supermarkt 10,A999347708,628.75
2023-07-29,Supermarkt 10,A019265800,267.29
2023-07-29,Supermarkt 10,A146504390,1179.96
2023-07-29,Supermarkt 10,A989981183,138.26
2023-07-29,Supermarkt 10,A330327872,612.14
2023-07-29,Supermarkt 10,A870915361,978.42
2023-07-29,Supermarkt 10,A259454150,766.98
2023-07-29,Supermarkt 10,A372068692,272.47
2023-07-29,Supermarkt 10,A374434117,190.83
2023-07-29,Supermarkt 10,A514866963,647.47
2023-07-29,Supermarkt 10,A723537068,1110.55
2023-07-29,Supermarkt 10,A532548198,941.65
2023-07-29,Supermarkt 10,A100730616,311.61
2023-07-29,Supermarkt 10,A326808827,962.45
2023-07-29,Supermarkt 10,A255847604,658.32
2023-07-29,Supermarkt 10,A255193123,965.9
2023-07-29,Supermarkt 10,A646517298,198.64
2023-07-29,Supermarkt 10,A318938704,349.73
2023-07-29,Supermarkt 10,A054318164,1015.88
2023-07-29,Supermarkt 10,A318608643,143.71
2023-07-29,Supermarkt 10,A080457377,1027.51
2023-07-29,Supermarkt 10,A823953263,877.48
2023-07-29,Supermarkt 10,A425482210,133.67
2023-07-29,Supermarkt 10,A604937338,264.11
2023-07-29,Supermarkt 10,A572880989,1053.58
2023-07-29,Supermarkt 10,A682903812,484.3
2023-07-29,Supermarkt 10,A916966929,438.24
2023-07-29,Supermarkt 10,A570650616,67.94
2023-07-29,Supermarkt 10,A598622108,517.34
2023-07-29,Supermarkt 10,A032179396,150.0
2023-07-29,Supermarkt 10,A832072969,1002.24
2023-07-29,Supermarkt 10,A961138459,480.32
2023-07-29,Supermarkt 10,A897505213,320.71
2023-07-29,Supermarkt 10,A916873693,1072.5
2023-07-29,Supermarkt 10,A769457115,838.67
2023-07-29,Supermarkt 10,A759768800,232.18
2023-07-29,Supermarkt 10,A694833875,919.44
2023-07-29,Supermarkt 10,A486874181,223.58
2023-07-29,Supermarkt 10,A504606535,614.91
2023-07-29,Supermarkt 10,A737558937,355.66
2023-07-29,Supermarkt 10,A780660615,245.78
2023-07-29,Supermarkt 10,A080263736,770.46
2023-07-29,Supermarkt 10,A995987625,460.7
2023-07-29,Supermarkt 10,A583044907,1133.73
2023-07-29,Supermarkt 10,A073041068,872.91
2023-07-29,Supermarkt 10,A505420213,534.53
2023-07-29,Supermarkt 10,A864571822,807.73
2023-07-29,Supermarkt 10,A898420684,91.3
2023-07-29,Supermarkt 10,A092764092,921.73
2023-07-29,Supermarkt 10,A345280706,452.12
2023-07-29,Supermarkt 10,A838365661,783.91
2023-07-29,Supermarkt 10,A740090764,622.44
2023-07-29,Supermarkt 10,A474096348,704.96
2023-07-29,Supermarkt 10,A896628119,877.91
2023-07-29,Supermarkt 10,A759880633,219.99
2023-07-29,Supermarkt 10,A711235704,48.74
2023-07-29,Supermarkt 10,A850686347,987.66
2023-07-29,Supermarkt 10,A704683956,294.97
2023-07-29,Supermarkt 10,A191374536,104.67
2023-07-29,Supermarkt 10,A779291438,1075.04
2023-07-29,Supermarkt 10,A545096746,522.56
2023-07-29,Supermarkt 10,A120086036,621.64
2023-07-29,Supermarkt 10,A903994835,656.73
2023-07-29,Supermarkt 10,A967921033,60.7
2023-07-29,Supermarkt 10,A994616876,1050.65
2023-07-29,Supermarkt 10,A804050816,599.02
2023-07-29,Supermarkt 10,A875903080,408.32
2023-07-29,Supermarkt 10,A129599369,510.14
2023-07-29,Supermarkt 10,A459485174,619.27
2023-07-29,Supermarkt 10,A180070284,69.28
2023-07-29,Supermarkt 10,A950890741,101.79
2023-07-29,Supermarkt 10,A391288825,1157.07
2023-07-29,Supermarkt 10,A593866344,316.96
2023-07-29,Supermarkt 10,A531425227,624.35
2023-07-29,Supermarkt 10,A144983351,764.63
2023-07-29,Supermarkt 10,A566157709,584.83
2023-07-29,Supermarkt 10,A913996223,26.16
2023-07-29,Supermarkt 10,A359021938,204.12
2023-07-29,Supermarkt 10,A167699491,382.81
2023-07-29,Supermarkt 10,A660746054,1165.49
2023-07-29,Supermarkt 10,A750937477,685.34
2023-07-29,Supermarkt 10,A839187408,214.33
2023-07-29,Supermarkt 10,A558119376,522.99
2023-07-29,Supermarkt 10,A886539397,287.76
2023-07-29,Supermarkt 10,A529121356,90.35
2023-07-29,Supermarkt 10,A781238065,140.53
2023-07-29,Supermarkt 10,A070650971,967.85
2023-07-29,Supermarkt 10,A548804252,232.54
2023-07-29,Supermarkt 10,A167062797,24.44
2023-07-29,Supermarkt 10,A796715547,596.26
2023-07-29,Supermarkt 10,A050652539,773.93
2023-07-29,Supermarkt 10,A112044092,746.88
2023-07-29,Supermarkt 10,A021851701,534.14
2023-07-29,Supermarkt 10,A563368527,610.2
2023-07-29,Supermarkt 10,A581441188,699.39
2023-07-29,Supermarkt 10,A515714979,1.69
2023-07-29,Supermarkt 10,A629799926,132.06
2023-07-29,Supermarkt 10,A722629871,392.49
2023-07-29,Supermarkt 10,A951679163,934.1
2023-07-29,Supermarkt 10,A890023258,33.16
2023-07-29,Supermarkt 10,A156882114,992.53
2023-07-29,Supermarkt 10,A684828499,1091.05
2023-07-29,Supermarkt 10,A730767679,1159.33
2023-07-29,Supermarkt 10,A709727627,969.47
2023-07-29,Supermarkt 10,A132660260,873.74
2023-07-29,Supermarkt 10,A478213961,1147.86
2023-07-29,Supermarkt 10,A541971426,1011.44
2023-07-29,Supermarkt 10,A325915629,1098.88
2023-07-29,Supermarkt 10,A068688948,85.77
2023-07-29,Supermarkt 10,A098254116,899.7
2023-07-29,Supermarkt 10,A923657051,655.95
2023-07-29,Supermarkt 10,A073763728,940.98
2023-07-29,Supermarkt 10,A765910416,320.07
2023-07-29,Supermarkt 10,A213864760,389.13
2023-07-29,Supermarkt 10,A318174016,34.19
2023-07-29,Supermarkt 10,A677780503,603.37
2023-07-29,Supermarkt 10,A034578511,595.04
2023-07-29,Supermarkt 10,A566851640,777.04
2023-07-29,Supermarkt 10,A435254285,420.86
2023-07-29,Supermarkt 10,A352895467,666.36
2023-07-29,Supermarkt 10,A736906463,55.42
2023-07-29,Supermarkt 10,A069699492,762.56
2023-07-29,Supermarkt 10,A829095350,547.22
2023-07-29,Supermarkt 10,A601129768,347.86
2023-07-29,Supermarkt 10,A575171739,932.01
2023-07-29,Supermarkt 10,A632355975,725.81
2023-07-29,Supermarkt 10,A229661730,1190.71
2023-07-29,Supermarkt 10,A040749219,905.21
2023-07-29,Supermarkt 10,A038735068,1008.4
2023-07-29,Supermarkt 10,A002617846,853.48
2023-07-29,Supermarkt 10,A914929772,676.07
2023-07-29,Supermarkt 10,A215524242,36.18
2023-07-29,Supermarkt 10,A054619963,957.8
2023-07-29,Supermarkt 10,A408781824,199.21
2023-07-29,Supermarkt 10,A927675298,921.88
2023-07-29,Supermarkt 10,A358452102,260.95
2023-07-29,Supermarkt 10,A281115864,665.05
2023-07-29,Supermarkt 10,A911898038,852.83
2023-07-29,Supermarkt 10,A457976901,391.42
2023-07-29,Supermarkt 10,A053798044,123.47
2023-07-29,Supermarkt 10,A545004779,866.88
2023-07-29,Supermarkt 10,A388513382,247.9
2023-07-29,Supermarkt 10,A167123570,194.09
2023-07-29,Supermarkt 10,A262960226,1064.05
2023-07-29,Supermarkt 10,A026441137,1175.63
2023-07-29,Supermarkt 10,A311757545,383.69
2023-07-29,Supermarkt 10,A958540170,1179.96
2023-07-29,Supermarkt 10,A832930449,253.07
2023-07-29,Supermarkt 10,A943711147,274.83
2023-07-29,Supermarkt 10,A779573670,88.34
2023-07-29,Supermarkt 10,A432078557,166.04
2023-07-29,Supermarkt 10,A509564939,495.05
2023-07-29,Supermarkt 10,A653874706,975.14
2023-07-29,Supermarkt 10,A220674409,448.77
2023-07-29,Supermarkt 10,A143681521,559.08
2023-07-29,Supermarkt 10,A521770351,404.92
2023-07-29,Supermarkt 10,A066251485,445.95
2023-07-29,Supermarkt 10,A643336201,756.2
2023-07-29,Supermarkt 10,A731113366,866.12
2023-07-29,Supermarkt 10,A337950119,960.79
2023-07-29,Supermarkt 10,A079474585,593.78
2023-07-29,Supermarkt 10,A287704720,229.92
2023-07-29,Supermarkt 10,A652916595,166.69
2023-07-29,Supermarkt 10,A773113655,973.38
2023-07-29,Supermarkt 10,A231256986,619.21
2023-07-29,Supermarkt 10,A516600080,1135.55
2023-07-29,Supermarkt 10,A655090450,1063.73
2023-07-29,Supermarkt 10,A108476931,936.09
2023-07-29,Supermarkt 10,A762464855,743.77
2023-07-29,Supermarkt 10,A492876551,872.8
2023-07-29,Supermarkt 10,A132368267,9.14
2023-07-29,Supermarkt 10,A391700736,622.56
2023-07-29,Supermarkt 10,A404407856,8.96
2023-07-29,Supermarkt 10,A854266108,897.44
2023-07-29,Supermarkt 10,A997713767,1123.31
2023-07-29,Supermarkt 10,A268053778,304.14
2023-07-29,Supermarkt 10,A474459802,90.59
2023-07-29,Supermarkt 10,A576243224,596.34
2023-07-29,Supermarkt 10,A956717769,878.52
2023-07-29,Supermarkt 10,A920713912,182.05
2023-07-29,Supermarkt 10,A594321487,614.46
2023-07-29,Supermarkt 10,A040132152,207.05
2023-07-29,Supermarkt 10,A429759607,131.12
2023-07-29,Supermarkt 10,A139626857,178.5
2023-07-29,Supermarkt 10,A287195915,43.91
2023-07-29,Supermarkt 10,A075989008,145.3
2023-07-29,Supermarkt 10,A236177963,571.41
2023-07-29,Supermarkt 10,A617514740,172.33
2023-07-29,Supermarkt 10,A934247184,1036.68
2023-07-29,Supermarkt 10,A018238458,490.27
2023-07-29,Supermarkt 10,A072787911,388.04
2023-07-29,Supermarkt 10,A520022599,231.09
2023-07-29,Supermarkt 10,A870671039,1094.4
2023-07-29,Supermarkt 10,A281483103,896.44
2023-07-29,Supermarkt 10,A457890316,559.66
2023-07-29,Supermarkt 10,A276143682,1133.75
2023-07-29,Supermarkt 10,A123057941,1013.91
2023-07-29,Supermarkt 10,A871588979,217.2
2023-07-29,Supermarkt 10,A340937941,877.28
2023-07-29,Supermarkt 10,A992087755,1049.84
2023-07-29,Supermarkt 10,A666985802,134.18
2023-07-29,Supermarkt 10,A068814159,1009.41
2023-07-29,Supermarkt 10,A210996277,418.85
2023-07-29,Supermarkt 10,A924047643,584.85
2023-07-29,Supermarkt 10,A639372009,261.88
2023-07-29,Supermarkt 10,A409374588,939.63
2023-07-29,Supermarkt 10,A893334932,370.48
2023-07-29,Supermarkt 10,A497029278,340.0
2023-07-29,Supermarkt 10,A410428714,791.28
2023-07-29,Supermarkt 10,A528851378,1019.88
2023-07-29,Supermarkt 10,A541464462,482.56
2023-07-29,Supermarkt 10,A650526951,315.3
2023-07-29,Supermarkt 10,A652054976,625.31
2023-07-29,Supermarkt 10,A603582044,559.24
2023-07-29,Supermarkt 10,A561343959,163.17
2023-07-29,Supermarkt 10,A902657755,977.37
2023-07-29,Supermarkt 10,A005651738,1162.46
2023-07-29,Supermarkt 10,A981150945,858.83
2023-07-29,Supermarkt 10,A095006487,145.58
2023-07-29,Supermarkt 10,A706979230,377.53
2023-07-29,Supermarkt 10,A659407615,22.46
2023-07-29,Supermarkt 10,A964371430,203.13
2023-07-29,Supermarkt 10,A915007945,360.4
2023-07-29,Supermarkt 10,A632275648,799.41
2023-07-29,Supermarkt 10,A009620202,1020.79
2023-07-29,Supermarkt 10,A614792896,875.49
2023-07-29,Supermarkt 10,A211024838,884.32
2023-07-29,Supermarkt 10,A833201552,462.51
2023-07-29,Supermarkt 10,A708646279,308.72
2023-07-29,Supermarkt 10,A271517930,454.43
2023-07-29,Supermarkt 10,A989997645,128.41
2023-07-29,Supermarkt 10,A650614472,1077.66
2023-07-29,Supermarkt 10,A861073935,1179.16
2023-07-29,Supermarkt 10,A456066626,1078.74
2023-07-29,Supermarkt 10,A366798881,933.21
2023-07-29,Supermarkt 10,A537912253,437.1
2023-07-29,Supermarkt 10,A170524868,723.94
2023-07-29,Supermarkt 10,A604038175,584.88
2023-07-29,Supermarkt 10,A993351578,566.2
2023-07-29,Supermarkt 10,A570053582,283.26
2023-07-29,Supermarkt 10,A422512091,979.67
2023-07-29,Supermarkt 10,A788950754,639.64
2023-07-29,Supermarkt 10,A679670012,805.77
2023-07-29,Supermarkt 10,A335537225,762.69
2023-07-29,Supermarkt 10,A688505675,942.64
2023-07-29,Supermarkt 10,A656518334,903.94
2023-07-29,Supermarkt 10,A716264443,179.18
2023-07-29,Supermarkt 10,A009200603,135.01
2023-07-29,Supermarkt 10,A442797635,292.21
2023-07-29,Supermarkt 10,A242265362,24.98
2023-07-29,Supermarkt 10,A012444894,355.52
2023-07-29,Supermarkt 10,A631083060,693.86
2023-07-29,Supermarkt 10,A656309719,621.46
2023-07-29,Supermarkt 10,A359914036,1168.2
2023-07-29,Supermarkt 10,A244438343,909.5
2023-07-29,Supermarkt 10,A800933279,490.04
2023-07-29,Supermarkt 10,A133346768,202.54
2023-07-29,Supermarkt 10,A305220828,900.81
2023-07-29,Supermarkt 10,A548424340,684.87
2023-07-29,Supermarkt 10,A910933028,267.63
2023-07-29,Supermarkt 10,A283609409,13.24
2023-07-29,Supermarkt 10,A410381133,825.73
2023-07-29,Supermarkt 10,A228273253,304.94
2023-07-29,Supermarkt 10,A725368653,228.8
2023-07-29,Supermarkt 10,A773031440,919.09
2023-07-29,Supermarkt 10,A983052179,905.08
2023-07-29,Supermarkt 10,A737367149,572.02
2023-07-29,Supermarkt 10,A904974963,1122.63
2023-07-29,Supermarkt 10,A563595548,1182.2
2023-07-29,Supermarkt 10,A835808097,704.59
2023-07-29,Supermarkt 10,A429740544,574.37
2023-07-29,Supermarkt 10,A994514733,884.47
2023-07-29,Supermarkt 10,A290729105,112.32
2023-07-29,Supermarkt 10,A500112943,513.6
2023-07-29,Supermarkt 10,A424263777,925.04
2023-07-29,Supermarkt 10,A898307326,347.8
2023-07-29,Supermarkt 10,A046047365,1044.95
2023-07-29,Supermarkt 10,A490583945,639.42
2023-07-29,Supermarkt 10,A909494480,305.6
2023-07-29,Supermarkt 10,A862860169,734.59
2023-07-29,Supermarkt 10,A181724067,611.7
2023-07-29,Supermarkt 10,A314868031,740.75
2023-07-29,Supermarkt 10,A058486371,935.26
2023-07-29,Supermarkt 10,A420243377,1190.53
2023-07-29,Supermarkt 10,A479921769,1069.3
2023-07-30,Supermarkt 10,A508436107,802.87
2023-07-30,Supermarkt 10,A494741731,662.74
2023-07-30,Supermarkt 10,A984047700,1139.09
2023-07-30,Supermarkt 10,A686288763,596.12
2023-07-30,Supermarkt 10,A117653789,913.19
2023-07-30,Supermarkt 10,A876634416,182.63
2023-07-30,Supermarkt 10,A444070196,1173.31
2023-07-30,Supermarkt 10,A267759769,342.7
2023-07-30,Supermarkt 10,A244182817,447.35
2023-07-30,Supermarkt 10,A357205926,24.97
2023-07-30,Supermarkt 10,A799771723,116.32
2023-07-30,Supermarkt 10,A577908064,1064.34
2023-07-30,Supermarkt 10,A901248058,315.55
2023-07-30,Supermarkt 10,A502744906,180.72
2023-07-30,Supermarkt 10,A428175671,1196.25
2023-07-30,Supermarkt 10,A401829730,214.12
2023-07-30,Supermarkt 10,A795990421,1007.42
2023-07-30,Supermarkt 10,A842813962,50.85
2023-07-30,Supermarkt 10,A858280858,135.18
2023-07-30,Supermarkt 10,A057188345,685.05
2023-07-30,Supermarkt 10,A370844032,714.95
2023-07-30,Supermarkt 10,A615548631,529.14
2023-07-30,Supermarkt 10,A788109666,492.13
2023-07-30,Supermarkt 10,A443834257,1101.07
2023-07-30,Supermarkt 10,A070236562,411.73
2023-07-30,Supermarkt 10,A719609280,556.96
2023-07-30,Supermarkt 10,A760957598,589.94
2023-07-30,Supermarkt 10,A195934452,285.12
2023-07-30,Supermarkt 10,A431470276,485.29
2023-07-30,Supermarkt 10,A196351288,378.66
2023-07-30,Supermarkt 10,A440064773,469.78
2023-07-30,Supermarkt 10,A302066701,128.13
2023-07-30,Supermarkt 10,A386205094,1151.47
2023-07-30,Supermarkt 10,A441032075,240.08
2023-07-30,Supermarkt 10,A466815911,295.97
2023-07-30,Supermarkt 10,A406253066,806.0
2023-07-30,Supermarkt 10,A822483184,409.03
2023-07-30,Supermarkt 10,A484628109,355.63
2023-07-30,Supermarkt 10,A096319128,930.36
2023-07-30,Supermarkt 10,A309161420,209.15
2023-07-30,Supermarkt 10,A708079024,846.27
2023-07-30,Supermarkt 10,A915048649,971.02
2023-07-30,Supermarkt 10,A119739307,443.75
2023-07-30,Supermarkt 10,A166076933,711.7
2023-07-30,Supermarkt 10,A689793331,301.06
2023-07-30,Supermarkt 10,A968963374,271.46
2023-07-30,Supermarkt 10,A415633717,603.2
2023-07-30,Supermarkt 10,A453190985,1081.44
2023-07-30,Supermarkt 10,A389820286,39.77
2023-07-30,Supermarkt 10,A639180066,705.22
2023-07-30,Supermarkt 10,A774527541,376.92
2023-07-30,Supermarkt 10,A415352287,467.55
2023-07-30,Supermarkt 10,A391796759,825.89
2023-07-30,Supermarkt 10,A249604557,40.82
