Datum,Supermarkt,Artikelnummer,Umsatz
2023-07-29,Supermarkt 2,A256112302,564.52
2023-07-29,Supermarkt 2,A932791455,747.85
2023-07-29,Supermarkt 2,A204561996,1190.96
2023-07-29,Supermarkt 2,A269162423,613.79
2023-07-29,Supermarkt 2,A161266261,822.63
2023-07-29,Supermarkt 2,A462873388,1031.65
2023-07-29,Supermarkt 2,A259269533,1034.1
2023-07-29,Supermarkt 2,A100383009,527.93
2023-07-29,Supermarkt 2,A925803299,239.3
2023-07-29,Supermarkt 2,A281893127,977.33
2023-07-29,Supermarkt 2,A733020003,809.84
2023-07-29,Supermarkt 2,A285192310,538.64
2023-07-29,Supermarkt 2,A293518081,611.46
2023-07-29,Supermarkt 2,A407017321,380.56
2023-07-29,Supermarkt 2,A672934396,791.94
2023-07-29,Supermarkt 2,A861838247,171.47
2023-07-29,Supermarkt 2,A206963091,261.08
2023-07-29,Supermarkt 2,A545827736,142.26
2023-07-29,Supermarkt 2,A336626935,417.08
2023-07-29,Supermarkt 2,A783967271,1000.02
2023-07-29,Supermarkt 2,A219566210,176.39
2023-07-29,Supermarkt 2,A692825854,889.7
2023-07-29,Supermarkt 2,A432623837,981.28
2023-07-29,Supermarkt 2,A271020056,839.91
2023-07-29,Supermarkt 2,A218706015,142.28
2023-07-29,Supermarkt 2,A647689258,819.5
2023-07-29,Supermarkt 2,A060525510,1096.01
2023-07-29,Supermarkt 2,A970138619,402.13
2023-07-29,Supermarkt 2,A646289611,844.25
2023-07-29,Supermarkt 2,A936181898,28.19
2023-07-29,Supermarkt 2,A743950473,18.74
2023-07-29,Supermarkt 2,A661280904,1044.36
2023-07-29,Supermarkt 2,A447441224,1130.64
2023-07-29,Supermarkt 2,A318969990,754.06
2023-07-29,Supermarkt 2,A347889922,1198.98
2023-07-29,Supermarkt 2,A103882825,489.1
2023-07-29,Supermarkt 2,A209936447,107.99
2023-07-29,Supermarkt 2,A492130694,776.82
2023-07-29,Supermarkt 2,A257121278,466.59
2023-07-29,Supermarkt 2,A167270383,846.29
2023-07-29,Supermarkt 2,A554203473,845.15
2023-07-29,Supermarkt 2,A216470301,364.69
2023-07-29,Supermarkt 2,A015992600,315.82
2023-07-29,Supermarkt 2,A941664355,218.0
2023-07-29,Supermarkt 2,A908898659,720.57
2023-07-29,Supermarkt 2,A642959207,2.44
2023-07-29,Supermarkt 2,A190737868,60.19
2023-07-29,Supermarkt 2,A665470491,587.65
2023-07-29,Supermarkt 2,A838124959,39.96
2023-07-29,Supermarkt 2,A971920912,1145.15
2023-07-29,Supermarkt 2,A430394922,681.05
2023-07-29,Supermarkt 2,A202790850,350.98
2023-07-29,Supermarkt 2,A789691095,848.75
2023-07-29,Supermarkt 2,A952833316,571.33
2023-07-29,Supermarkt 2,A869001989,942.57
2023-07-29,Supermarkt 2,A157008676,988.09
2023-07-29,Supermarkt 2,A481336701,952.28
2023-07-29,Supermarkt 2,A540577545,318.65
2023-07-29,Supermarkt 2,A638132714,7.01
2023-07-29,Supermarkt 2,A625701902,410.99
2023-07-29,Supermarkt 2,A564797522,181.45
2023-07-29,Supermarkt 2,A502257203,1152.92
2023-07-29,Supermarkt 2,A609657051,161.56
2023-07-29,Supermarkt 2,A880401448,844.08
2023-07-29,Supermarkt 2,A956057291,331.66
2023-07-29,Supermarkt 2,A274376555,874.37
2023-07-29,Supermarkt 2,A883464440,469.84
2023-07-29,Supermarkt 2,A032586403,912.3
2023-07-29,Supermarkt 2,A860770745,17.91
2023-07-29,Supermarkt 2,A192593344,1181.06
2023-07-29,Supermarkt 2,A936988377,1192.35
2023-07-29,Supermarkt 2,A367809571,731.35
2023-07-29,Supermarkt 2,A154673786,410.64
2023-07-29,Supermarkt 2,A573123389,742.26
2023-07-29,Supermarkt 2,A659752955,979.84
2023-07-29,Supermarkt 2,A120705759,208.45
2023-07-29,Supermarkt 2,A533393063,304.2
2023-07-29,Supermarkt 2,A210781251,26.6
2023-07-29,Supermarkt 2,A286107156,1114.61
2023-07-29,Supermarkt 2,A903355948,557.84
2023-07-29,Supermarkt 2,A003230639,914.61
2023-07-29,Supermarkt 2,A472646255,839.24
2023-07-29,Supermarkt 2,A506087161,129.47
2023-07-29,Supermarkt 2,A923747155,844.76
2023-07-29,Supermarkt 2,A999051936,1000.44
2023-07-29,Supermarkt 2,A215066418,242.33
2023-07-29,Supermarkt 2,A310750042,297.95
2023-07-29,Supermarkt 2,A277788007,407.64
2023-07-29,Supermarkt 2,A480329290,1144.61
2023-07-29,Supermarkt 2,A726425454,242.65
2023-07-29,Supermarkt 2,A089319967,296.01
2023-07-29,Supermarkt 2,A772064371,723.65
2023-07-29,Supermarkt 2,A499199706,934.85
2023-07-29,Supermarkt 2,A163515916,477.84
2023-07-29,Supermarkt 2,A688115514,7.69
2023-07-29,Supermarkt 2,A591306683,1074.81
2023-07-29,Supermarkt 2,A816122182,658.85
2023-07-29,Supermarkt 2,A565203560,215.54
2023-07-29,Supermarkt 2,A651549678,428.27
2023-07-29,Supermarkt 2,A297970815,1053.37
2023-07-29,Supermarkt 2,A628875519,1066.3
2023-07-29,Supermarkt 2,A682002108,569.76
2023-07-29,Supermarkt 2,A612437288,107.25
2023-07-29,Supermarkt 2,A911689206,867.83
2023-07-29,Supermarkt 2,A858681613,222.2
2023-07-29,Supermarkt 2,A192311666,388.25
2023-07-29,Supermarkt 2,A131098593,716.32
2023-07-29,Supermarkt 2,A227233465,23.3
2023-07-29,Supermarkt 2,A194551737,309.76
2023-07-29,Supermarkt 2,A502100964,946.97
2023-07-29,Supermarkt 2,A655558942,774.62
2023-07-29,Supermarkt 2,A291558880,447.32
2023-07-29,Supermarkt 2,A189025788,643.96
2023-07-29,Supermarkt 2,A918926482,744.13
2023-07-29,Supermarkt 2,A925024236,657.59
2023-07-29,Supermarkt 2,A972702809,158.86
2023-07-29,Supermarkt 2,A263998349,908.34
2023-07-29,Supermarkt 2,A748685023,1000.29
2023-07-29,Supermarkt 2,A645860259,350.52
2023-07-29,Supermarkt 2,A389120771,576.34
2023-07-29,Supermarkt 2,A753883151,669.51
2023-07-29,Supermarkt 2,A872935781,148.62
2023-07-29,Supermarkt 2,A868317939,1170.65
2023-07-29,Supermarkt 2,A252916767,202.07
2023-07-29,Supermarkt 2,A386086695,941.19
2023-07-29,Supermarkt 2,A817818516,1097.81
2023-07-29,Supermarkt 2,A669505911,719.09
2023-07-29,Supermarkt 2,A473609569,188.34
2023-07-29,Supermarkt 2,A550171681,770.55
2023-07-29,Supermarkt 2,A625343472,1094.38
2023-07-29,Supermarkt 2,A083655087,470.68
2023-07-29,Supermarkt 2,A812415918,452.32
2023-07-29,Supermarkt 2,A668549402,511.79
2023-07-29,Supermarkt 2,A096923443,761.52
2023-07-29,Supermarkt 2,A409715350,336.09
2023-07-29,Supermarkt 2,A354910556,945.38
2023-07-29,Supermarkt 2,A742411969,1117.88
2023-07-29,Supermarkt 2,A654987724,644.66
2023-07-29,Supermarkt 2,A896705263,993.69
2023-07-29,Supermarkt 2,A646348818,579.55
2023-07-29,Supermarkt 2,A999836824,561.73
2023-07-29,Supermarkt 2,A607533685,850.21
2023-07-29,Supermarkt 2,A111347135,492.02
2023-07-29,Supermarkt 2,A041210510,846.0
2023-07-29,Supermarkt 2,A041903818,67.53
2023-07-29,Supermarkt 2,A412451698,348.01
2023-07-29,Supermarkt 2,A396460306,217.61
2023-07-29,Supermarkt 2,A419120732,82.29
2023-07-29,Supermarkt 2,A751246902,425.37
2023-07-29,Supermarkt 2,A334081849,838.13
2023-07-29,Supermarkt 2,A001581028,886.62
2023-07-29,Supermarkt 2,A700407960,263.79
2023-07-29,Supermarkt 2,A815782616,295.09
2023-07-29,Supermarkt 2,A549045120,972.87
2023-07-29,Supermarkt 2,A423722691,358.17
2023-07-29,Supermarkt 2,A136466027,1091.6
2023-07-29,Supermarkt 2,A378266150,164.02
2023-07-29,Supermarkt 2,A999347708,1118.52
2023-07-29,Supermarkt 2,A019265800,678.31
2023-07-29,Supermarkt 2,A146504390,723.93
2023-07-29,Supermarkt 2,A989981183,985.85
2023-07-29,Supermarkt 2,A330327872,628.57
2023-07-29,Supermarkt 2,A870915361,797.81
2023-07-29,Supermarkt 2,A259454150,803.01
2023-07-29,Supermarkt 2,A372068692,1157.6
2023-07-29,Supermarkt 2,A374434117,607.35
2023-07-29,Supermarkt 2,A514866963,731.66
2023-07-29,Supermarkt 2,A723537068,674.35
2023-07-29,Supermarkt 2,A532548198,838.14
2023-07-29,Supermarkt 2,A100730616,1125.5
2023-07-29,Supermarkt 2,A326808827,447.51
2023-07-29,Supermarkt 2,A255847604,272.6
2023-07-29,Supermarkt 2,A255193123,747.41
2023-07-29,Supermarkt 2,A646517298,121.25
2023-07-29,Supermarkt 2,A318938704,61.99
2023-07-29,Supermarkt 2,A054318164,345.97
2023-07-29,Supermarkt 2,A318608643,493.09
2023-07-29,Supermarkt 2,A080457377,295.57
2023-07-29,Supermarkt 2,A823953263,891.61
2023-07-29,Supermarkt 2,A425482210,1018.52
2023-07-29,Supermarkt 2,A604937338,706.25
2023-07-29,Supermarkt 2,A572880989,630.47
2023-07-29,Supermarkt 2,A682903812,567.75
2023-07-29,Supermarkt 2,A916966929,1045.09
2023-07-29,Supermarkt 2,A570650616,450.36
2023-07-29,Supermarkt 2,A598622108,609.79
2023-07-29,Supermarkt 2,A032179396,853.85
2023-07-29,Supermarkt 2,A832072969,104.86
2023-07-29,Supermarkt 2,A961138459,565.39
2023-07-29,Supermarkt 2,A897505213,224.03
2023-07-29,Supermarkt 2,A916873693,1076.75
2023-07-29,Supermarkt 2,A769457115,1194.86
2023-07-29,Supermarkt 2,A759768800,937.27
2023-07-29,Supermarkt 2,A694833875,1060.78
2023-07-29,Supermarkt 2,A486874181,502.9
2023-07-29,Supermarkt 2,A504606535,995.35
2023-07-29,Supermarkt 2,A737558937,106.56
2023-07-29,Supermarkt 2,A780660615,232.1
2023-07-29,Supermarkt 2,A080263736,432.12
2023-07-29,Supermarkt 2,A995987625,810.42
2023-07-29,Supermarkt 2,A583044907,173.28
2023-07-29,Supermarkt 2,A073041068,259.12
2023-07-29,Supermarkt 2,A505420213,692.32
2023-07-29,Supermarkt 2,A864571822,1026.44
2023-07-29,Supermarkt 2,A898420684,278.67
2023-07-29,Supermarkt 2,A092764092,424.04
2023-07-29,Supermarkt 2,A345280706,859.77
2023-07-29,Supermarkt 2,A838365661,32.74
2023-07-29,Supermarkt 2,A740090764,708.56
2023-07-29,Supermarkt 2,A474096348,212.28
2023-07-29,Supermarkt 2,A896628119,800.43
2023-07-29,Supermarkt 2,A759880633,797.12
2023-07-29,Supermarkt 2,A711235704,81.56
2023-07-29,Supermarkt 2,A850686347,834.12
2023-07-29,Supermarkt 2,A704683956,905.18
2023-07-29,Supermarkt 2,A191374536,462.09
2023-07-29,Supermarkt 2,A779291438,536.15
2023-07-29,Supermarkt 2,A545096746,392.51
2023-07-29,Supermarkt 2,A120086036,605.64
2023-07-29,Supermarkt 2,A903994835,655.72
2023-07-29,Supermarkt 2,A967921033,1197.91
2023-07-29,Supermarkt 2,A994616876,165.05
2023-07-29,Supermarkt 2,A804050816,213.06
2023-07-29,Supermarkt 2,A875903080,83.07
2023-07-29,Supermarkt 2,A129599369,1068.6
2023-07-29,Supermarkt 2,A459485174,548.29
2023-07-29,Supermarkt 2,A180070284,576.64
2023-07-29,Supermarkt 2,A950890741,1108.06
2023-07-29,Supermarkt 2,A391288825,649.19
2023-07-29,Supermarkt 2,A593866344,128.52
2023-07-29,Supermarkt 2,A531425227,556.28
2023-07-29,Supermarkt 2,A144983351,222.42
2023-07-29,Supermarkt 2,A566157709,1094.73
2023-07-29,Supermarkt 2,A913996223,239.76
2023-07-29,Supermarkt 2,A359021938,805.09
2023-07-29,Supermarkt 2,A167699491,754.91
2023-07-29,Supermarkt 2,A660746054,546.03
2023-07-29,Supermarkt 2,A750937477,526.62
2023-07-29,Supermarkt 2,A839187408,542.86
2023-07-29,Supermarkt 2,A558119376,816.96
2023-07-29,Supermarkt 2,A886539397,731.09
2023-07-29,Supermarkt 2,A529121356,584.09
2023-07-29,Supermarkt 2,A781238065,989.23
2023-07-29,Supermarkt 2,A070650971,589.24
2023-07-29,Supermarkt 2,A548804252,712.22
2023-07-29,Supermarkt 2,A167062797,726.22
2023-07-29,Supermarkt 2,A796715547,182.49
2023-07-29,Supermarkt 2,A050652539,463.08
2023-07-29,Supermarkt 2,A112044092,867.5
2023-07-29,Supermarkt 2,A021851701,513.21
2023-07-29,Supermarkt 2,A563368527,266.19
2023-07-29,Supermarkt 2,A581441188,281.74
2023-07-29,Supermarkt 2,A515714979,1165.3
2023-07-29,Supermarkt 2,A629799926,415.61
2023-07-29,Supermarkt 2,A722629871,918.89
2023-07-29,Supermarkt 2,A951679163,584.71
2023-07-29,Supermarkt 2,A890023258,766.54
2023-07-29,Supermarkt 2,A156882114,207.23
2023-07-29,Supermarkt 2,A684828499,215.12
2023-07-29,Supermarkt 2,A730767679,269.07
2023-07-29,Supermarkt 2,A709727627,805.78
2023-07-29,Supermarkt 2,A132660260,1108.52
2023-07-29,Supermarkt 2,A478213961,732.83
2023-07-29,Supermarkt 2,A541971426,1196.43
2023-07-29,Supermarkt 2,A325915629,373.01
2023-07-29,Supermarkt 2,A068688948,600.49
2023-07-29,Supermarkt 2,A098254116,943.78
2023-07-29,Supermarkt 2,A923657051,975.62
2023-07-29,Supermarkt 2,A073763728,317.76
2023-07-29,Supermarkt 2,A765910416,919.76
2023-07-29,Supermarkt 2,A213864760,1027.09
2023-07-29,Supermarkt 2,A318174016,562.88
2023-07-29,Supermarkt 2,A677780503,1021.22
2023-07-29,Supermarkt 2,A034578511,115.42
2023-07-29,Supermarkt 2,A566851640,470.42
2023-07-29,Supermarkt 2,A435254285,118.19
2023-07-29,Supermarkt 2,A352895467,1093.06
2023-07-29,Supermarkt 2,A736906463,348.64
2023-07-29,Supermarkt 2,A069699492,612.79
2023-07-29,Supermarkt 2,A829095350,575.13
2023-07-29,Supermarkt 2,A601129768,755.32
2023-07-29,Supermarkt 2,A575171739,762.03
2023-07-29,Supermarkt 2,A632355975,392.55
2023-07-29,Supermarkt 2,A229661730,88.45
2023-07-29,Supermarkt 2,A040749219,1150.04
2023-07-29,Supermarkt 2,A038735068,1170.42
2023-07-29,Supermarkt 2,A002617846,447.12
2023-07-29,Supermarkt 2,A914929772,779.84
2023-07-29,Supermarkt 2,A215524242,292.55
2023-07-29,Supermarkt 2,A054619963,108.26
2023-07-29,Supermarkt 2,A408781824,923.93
2023-07-29,Supermarkt 2,A927675298,633.04
2023-07-29,Supermarkt 2,A358452102,808.04
2023-07-29,Supermarkt 2,A281115864,732.82
2023-07-29,Supermarkt 2,A911898038,999.99
2023-07-29,Supermarkt 2,A457976901,749.51
2023-07-29,Supermarkt 2,A053798044,817.61
2023-07-29,Supermarkt 2,A545004779,671.71
2023-07-29,Supermarkt 2,A388513382,65.77
2023-07-29,Supermarkt 2,A167123570,372.85
2023-07-29,Supermarkt 2,A262960226,366.6
2023-07-29,Supermarkt 2,A026441137,998.24
2023-07-29,Supermarkt 2,A311757545,1119.64
2023-07-29,Supermarkt 2,A958540170,380.85
2023-07-29,Supermarkt 2,A832930449,118.18
2023-07-29,Supermarkt 2,A943711147,145.62
2023-07-29,Supermarkt 2,A779573670,440.03
2023-07-29,Supermarkt 2,A432078557,118.14
2023-07-29,Supermarkt 2,A509564939,531.5
2023-07-29,Supermarkt 2,A653874706,944.37
2023-07-29,Supermarkt 2,A220674409,682.84
2023-07-29,Supermarkt 2,A143681521,157.95
2023-07-29,Supermarkt 2,A521770351,187.88
2023-07-29,Supermarkt 2,A066251485,452.76
2023-07-29,Supermarkt 2,A643336201,105.12
2023-07-29,Supermarkt 2,A731113366,124.83
2023-07-29,Supermarkt 2,A337950119,182.89
2023-07-29,Supermarkt 2,A079474585,1062.07
2023-07-29,Supermarkt 2,A287704720,610.16
2023-07-29,Supermarkt 2,A652916595,395.91
2023-07-29,Supermarkt 2,A773113655,65.91
2023-07-29,Supermarkt 2,A231256986,462.42
2023-07-29,Supermarkt 2,A516600080,1147.47
2023-07-29,Supermarkt 2,A655090450,573.3
2023-07-29,Supermarkt 2,A108476931,652.12
2023-07-29,Supermarkt 2,A762464855,243.67
2023-07-29,Supermarkt 2,A492876551,705.46
2023-07-29,Supermarkt 2,A132368267,957.78
2023-07-29,Supermarkt 2,A391700736,148.07
2023-07-29,Supermarkt 2,A404407856,955.26
2023-07-29,Supermarkt 2,A854266108,26.48
2023-07-29,Supermarkt 2,A997713767,1033.65
2023-07-29,Supermarkt 2,A268053778,1055.54
2023-07-29,Supermarkt 2,A474459802,904.02
2023-07-29,Supermarkt 2,A576243224,1161.82
2023-07-29,Supermarkt 2,A956717769,1021.26
2023-07-29,Supermarkt 2,A920713912,739.87
2023-07-29,Supermarkt 2,A594321487,475.92
2023-07-29,Supermarkt 2,A040132152,169.99
2023-07-29,Supermarkt 2,A429759607,1188.48
2023-07-29,Supermarkt 2,A139626857,1182.36
2023-07-29,Supermarkt 2,A287195915,624.71
2023-07-29,Supermarkt 2,A075989008,520.61
2023-07-29,Supermarkt 2,A236177963,453.84
2023-07-29,Supermarkt 2,A617514740,239.78
2023-07-29,Supermarkt 2,A934247184,838.93
2023-07-29,Supermarkt 2,A018238458,185.41
2023-07-29,Supermarkt 2,A072787911,760.5
2023-07-29,Supermarkt 2,A520022599,853.8
2023-07-29,Supermarkt 2,A870671039,1087.94
2023-07-29,Supermarkt 2,A281483103,489.35
2023-07-29,Supermarkt 2,A457890316,42.45
2023-07-29,Supermarkt 2,A276143682,1092.82
2023-07-29,Supermarkt 2,A123057941,643.22
2023-07-29,Supermarkt 2,A871588979,230.08
2023-07-29,Supermarkt 2,A340937941,191.58
2023-07-29,Supermarkt 2,A992087755,960.18
2023-07-29,Supermarkt 2,A666985802,617.38
2023-07-29,Supermarkt 2,A068814159,215.44
2023-07-29,Supermarkt 2,A210996277,510.49
2023-07-29,Supermarkt 2,A924047643,278.18
2023-07-29,Supermarkt 2,A639372009,491.06
2023-07-29,Supermarkt 2,A409374588,372.02
2023-07-29,Supermarkt 2,A893334932,1040.55
2023-07-29,Supermarkt 2,A497029278,692.82
2023-07-29,Supermarkt 2,A410428714,302.94
2023-07-29,Supermarkt 2,A528851378,1151.93
2023-07-29,Supermarkt 2,A541464462,629.36
2023-07-29,Supermarkt 2,A650526951,726.6
2023-07-29,Supermarkt 2,A652054976,243.92
2023-07-29,Supermarkt 2,A603582044,994.07
2023-07-29,Supermarkt 2,A561343959,430.7
2023-07-29,Supermarkt 2,A902657755,436.77
2023-07-29,Supermarkt 2,A005651738,194.0
2023-07-29,Supermarkt 2,A981150945,808.45
2023-07-29,Supermarkt 2,A095006487,550.85
2023-07-29,Supermarkt 2,A706979230,304.26
2023-07-29,Supermarkt 2,A659407615,792.55
2023-07-29,Supermarkt 2,A964371430,493.32
2023-07-29,Supermarkt 2,A915007945,189.57
2023-07-29,Supermarkt 2,A632275648,141.32
2023-07-29,Supermarkt 2,A009620202,723.98
2023-07-29,Supermarkt 2,A614792896,723.27
2023-07-29,Supermarkt 2,A211024838,584.1
2023-07-29,Supermarkt 2,A833201552,1189.48
2023-07-29,Supermarkt 2,A708646279,387.66
2023-07-29,Supermarkt 2,A271517930,508.56
2023-07-29,Supermarkt 2,A989997645,776.08
2023-07-29,Supermarkt 2,A650614472,366.58
2023-07-29,Supermarkt 2,A861073935,1139.8
2023-07-29,Supermarkt 2,A456066626,325.41
2023-07-29,Supermarkt 2,A366798881,759.02
2023-07-29,Supermarkt 2,A537912253,926.44
2023-07-29,Supermarkt 2,A170524868,561.51
2023-07-29,Supermarkt 2,A604038175,813.12
2023-07-29,Supermarkt 2,A993351578,335.28
2023-07-29,Supermarkt 2,A570053582,268.34
2023-07-29,Supermarkt 2,A422512091,363.56
2023-07-29,Supermarkt 2,A788950754,1076.48
2023-07-29,Supermarkt 2,A679670012,1190.82
2023-07-29,Supermarkt 2,A335537225,9.22
2023-07-29,Supermarkt 2,A688505675,385.0
2023-07-29,Supermarkt 2,A656518334,541.18
2023-07-29,Supermarkt 2,A716264443,48.81
2023-07-29,Supermarkt 2,A009200603,25.0
2023-07-29,Supermarkt 2,A442797635,967.7
2023-07-29,Supermarkt 2,A242265362,182.23
2023-07-29,Supermarkt 2,A012444894,692.42
2023-07-29,Supermarkt 2,A631083060,132.37
2023-07-29,Supermarkt 2,A656309719,344.88
2023-07-29,Supermarkt 2,A359914036,1038.32
2023-07-29,Supermarkt 2,A244438343,856.44
2023-07-29,Supermarkt 2,A800933279,598.75
2023-07-29,Supermarkt 2,A133346768,896.72
2023-07-29,Supermarkt 2,A305220828,1073.22
2023-07-29,Supermarkt 2,A548424340,415.48
2023-07-29,Supermarkt 2,A910933028,138.22
2023-07-29,Supermarkt 2,A283609409,520.38
2023-07-29,Supermarkt 2,A410381133,362.7
2023-07-29,Supermarkt 2,A228273253,215.98
2023-07-29,Supermarkt 2,A725368653,1075.65
2023-07-29,Supermarkt 2,A773031440,53.6
2023-07-29,Supermarkt 2,A983052179,579.74
2023-07-29,Supermarkt 2,A737367149,257.72
2023-07-29,Supermarkt 2,A904974963,546.32
2023-07-29,Supermarkt 2,A563595548,259.72
2023-07-29,Supermarkt 2,A835808097,905.54
2023-07-29,Supermarkt 2,A429740544,689.35
2023-07-29,Supermarkt 2,A994514733,346.57
2023-07-29,Supermarkt 2,A290729105,495.86
2023-07-29,Supermarkt 2,A500112943,637.55
2023-07-29,Supermarkt 2,A424263777,674.42
2023-07-29,Supermarkt 2,A898307326,625.49
2023-07-29,Supermarkt 2,A046047365,148.74
2023-07-29,Supermarkt 2,A490583945,347.31
2023-07-29,Supermarkt 2,A909494480,641.74
2023-07-29,Supermarkt 2,A862860169,994.79
2023-07-29,Supermarkt 2,A181724067,486.0
2023-07-29,Supermarkt 2,A314868031,407.46
2023-07-29,Supermarkt 2,A058486371,881.58
2023-07-29,Supermarkt 2,A420243377,924.45
2023-07-29,Supermarkt 2,A479921769,118.83
2023-07-30,Supermarkt 2,A508436107,1145.51
2023-07-30,Supermarkt 2,A494741731,909.01
2023-07-30,Supermarkt 2,A984047700,982.37
2023-07-30,Supermarkt 2,A686288763,933.91
2023-07-30,Supermarkt 2,A117653789,1198.45
2023-07-30,Supermarkt 2,A876634416,824.19
2023-07-30,Supermarkt 2,A444070196,1037.38
2023-07-30,Supermarkt 2,A267759769,455.29
2023-07-30,Supermarkt 2,A244182817,745.34
2023-07-30,Supermarkt 2,A357205926,28.08
2023-07-30,Supermarkt 2,A799771723,714.18
2023-07-30,Supermarkt 2,A577908064,1035.71
2023-07-30,Supermarkt 2,A901248058,222.95
2023-07-30,Supermarkt 2,A502744906,1097.94
2023-07-30,Supermarkt 2,A428175671,467.49
2023-07-30,Supermarkt 2,A401829730,1107.91
2023-07-30,Supermarkt 2,A795990421,233.43
2023-07-30,Supermarkt 2,A842813962,1141.65
2023-07-30,Supermarkt 2,A858280858,1008.32
2023-07-30,Supermarkt 2,A057188345,681.63
2023-07-30,Supermarkt 2,A370844032,872.72
2023-07-30,Supermarkt 2,A615548631,746.04
2023-07-30,Supermarkt 2,A788109666,24.27
2023-07-30,Supermarkt 2,A443834257,267.4
2023-07-30,Supermarkt 2,A070236562,876.67
2023-07-30,Supermarkt 2,A719609280,381.96
2023-07-30,Supermarkt 2,A760957598,1174.12
2023-07-30,Supermarkt 2,A195934452,746.49
2023-07-30,Supermarkt 2,A431470276,754.78
2023-07-30,Supermarkt 2,A196351288,129.62
2023-07-30,Supermarkt 2,A440064773,125.76
2023-07-30,Supermarkt 2,A302066701,226.75
2023-07-30,Supermarkt 2,A386205094,327.8
2023-07-30,Supermarkt 2,A441032075,221.15
2023-07-30,Supermarkt 2,A466815911,1024.13
2023-07-30,Supermarkt 2,A406253066,982.06
2023-07-30,Supermarkt 2,A822483184,301.66
2023-07-30,Supermarkt 2,A484628109,889.55
2023-07-30,Supermarkt 2,A096319128,651.19
2023-07-30,Supermarkt 2,A309161420,1193.45
2023-07-30,Supermarkt 2,A708079024,974.95
2023-07-30,Supermarkt 2,A915048649,1051.33
2023-07-30,Supermarkt 2,A119739307,847.51
2023-07-30,Supermarkt 2,A166076933,547.19
2023-07-30,Supermarkt 2,A689793331,1125.4
2023-07-30,Supermarkt 2,A968963374,1187.53
2023-07-30,Supermarkt 2,A415633717,906.06
2023-07-30,Supermarkt 2,A453190985,185.72
2023-07-30,Supermarkt 2,A389820286,992.34
2023-07-30,Supermarkt 2,A639180066,549.35
2023-07-30,Supermarkt 2,A774527541,845.43
2023-07-30,Supermarkt 2,A415352287,329.52
2023-07-30,Supermarkt 2,A391796759,679.65
2023-07-30,Supermarkt 2,A249604557,649.69
