Datum,Supermarkt,Artikelnummer,Umsatz
2023-07-29,Supermarkt 5,A462873388,590.64
2023-07-29,Supermarkt 5,A259269533,1104.51
2023-07-29,Supermarkt 5,A100383009,981.84
2023-07-29,Supermarkt 5,A925803299,415.81
2023-07-29,Supermarkt 5,A281893127,771.6
2023-07-29,Supermarkt 5,A733020003,465.87
2023-07-29,Supermarkt 5,A285192310,692.24
2023-07-29,Supermarkt 5,A293518081,532.45
2023-07-29,Supermarkt 5,A407017321,714.47
2023-07-29,Supermarkt 5,A672934396,59.37
2023-07-29,Supermarkt 5,A861838247,470.16
2023-07-29,Supermarkt 5,A206963091,827.37
2023-07-29,Supermarkt 5,A545827736,866.7
2023-07-29,Supermarkt 5,A336626935,1166.08
2023-07-29,Supermarkt 5,A783967271,797.24
2023-07-29,Supermarkt 5,A219566210,64.9
2023-07-29,Supermarkt 5,A692825854,606.08
2023-07-29,Supermarkt 5,A432623837,392.91
2023-07-29,Supermarkt 5,A271020056,250.76
2023-07-29,Supermarkt 5,A218706015,9.77
2023-07-29,Supermarkt 5,A647689258,323.12
2023-07-29,Supermarkt 5,A060525510,234.35
2023-07-29,Supermarkt 5,A970138619,181.38
2023-07-29,Supermarkt 5,A646289611,185.72
2023-07-29,Supermarkt 5,A936181898,335.38
2023-07-29,Supermarkt 5,A743950473,211.77
2023-07-29,Supermarkt 5,A661280904,1057.7
2023-07-29,Supermarkt 5,A447441224,55.1
2023-07-29,Supermarkt 5,A318969990,748.88
2023-07-29,Supermarkt 5,A347889922,1015.52
2023-07-29,Supermarkt 5,A103882825,428.67
2023-07-29,Supermarkt 5,A209936447,15.53
2023-07-29,Supermarkt 5,A492130694,969.02
2023-07-29,Supermarkt 5,A257121278,1160.47
2023-07-29,Supermarkt 5,A167270383,688.76
2023-07-29,Supermarkt 5,A554203473,670.97
2023-07-29,Supermarkt 5,A216470301,65.1
2023-07-29,Supermarkt 5,A015992600,630.62
2023-07-29,Supermarkt 5,A941664355,955.3
2023-07-29,Supermarkt 5,A908898659,23.03
2023-07-29,Supermarkt 5,A642959207,994.97
2023-07-29,Supermarkt 5,A190737868,999.47
2023-07-29,Supermarkt 5,A665470491,393.98
2023-07-29,Supermarkt 5,A838124959,1057.85
2023-07-29,Supermarkt 5,A971920912,955.06
2023-07-29,Supermarkt 5,A430394922,25.19
2023-07-29,Supermarkt 5,A202790850,49.27
2023-07-29,Supermarkt 5,A789691095,8.31
2023-07-29,Supermarkt 5,A952833316,499.82
2023-07-29,Supermarkt 5,A869001989,955.76
2023-07-29,Supermarkt 5,A157008676,717.5
2023-07-29,Supermarkt 5,A481336701,661.84
2023-07-29,Supermarkt 5,A540577545,81.53
2023-07-29,Supermarkt 5,A638132714,635.26
2023-07-29,Supermarkt 5,A625701902,1006.01
2023-07-29,Supermarkt 5,A564797522,49.85
2023-07-29,Supermarkt 5,A502257203,283.38
2023-07-29,Supermarkt 5,A609657051,93.67
2023-07-29,Supermarkt 5,A880401448,972.18
2023-07-29,Supermarkt 5,A956057291,255.69
2023-07-29,Supermarkt 5,A274376555,1030.48
2023-07-29,Supermarkt 5,A883464440,58.11
2023-07-29,Supermarkt 5,A032586403,489.16
2023-07-29,Supermarkt 5,A860770745,242.52
2023-07-29,Supermarkt 5,A192593344,232.59
2023-07-29,Supermarkt 5,A936988377,889.35
2023-07-29,Supermarkt 5,A367809571,193.78
2023-07-29,Supermarkt 5,A154673786,440.72
2023-07-29,Supermarkt 5,A573123389,1186.17
2023-07-29,Supermarkt 5,A659752955,841.24
2023-07-29,Supermarkt 5,A120705759,1037.2
2023-07-29,Supermarkt 5,A533393063,348.91
2023-07-29,Supermarkt 5,A210781251,446.62
2023-07-29,Supermarkt 5,A286107156,338.77
2023-07-29,Supermarkt 5,A903355948,364.9
2023-07-29,Supermarkt 5,A003230639,1128.68
2023-07-29,Supermarkt 5,A472646255,175.9
2023-07-29,Supermarkt 5,A506087161,449.37
2023-07-29,Supermarkt 5,A923747155,857.32
2023-07-29,Supermarkt 5,A999051936,673.15
2023-07-29,Supermarkt 5,A215066418,21.17
2023-07-29,Supermarkt 5,A310750042,1120.0
2023-07-29,Supermarkt 5,A277788007,207.27
2023-07-29,Supermarkt 5,A480329290,392.4
2023-07-29,Supermarkt 5,A726425454,545.0
2023-07-29,Supermarkt 5,A089319967,897.16
2023-07-29,Supermarkt 5,A772064371,43.53
2023-07-29,Supermarkt 5,A499199706,668.82
2023-07-29,Supermarkt 5,A163515916,214.41
2023-07-29,Supermarkt 5,A688115514,741.58
2023-07-29,Supermarkt 5,A591306683,959.16
2023-07-29,Supermarkt 5,A816122182,933.43
2023-07-29,Supermarkt 5,A565203560,26.3
2023-07-29,Supermarkt 5,A651549678,469.69
2023-07-29,Supermarkt 5,A297970815,136.79
2023-07-29,Supermarkt 5,A628875519,894.64
2023-07-29,Supermarkt 5,A682002108,1151.6
2023-07-29,Supermarkt 5,A612437288,934.38
2023-07-29,Supermarkt 5,A911689206,156.41
2023-07-29,Supermarkt 5,A858681613,808.96
2023-07-29,Supermarkt 5,A192311666,459.23
2023-07-29,Supermarkt 5,A131098593,825.86
2023-07-29,Supermarkt 5,A227233465,142.39
2023-07-29,Supermarkt 5,A194551737,664.33
2023-07-29,Supermarkt 5,A502100964,47.08
2023-07-29,Supermarkt 5,A655558942,1060.26
2023-07-29,Supermarkt 5,A291558880,52.89
2023-07-29,Supermarkt 5,A189025788,160.9
2023-07-29,Supermarkt 5,A918926482,475.1
2023-07-29,Supermarkt 5,A925024236,356.11
2023-07-29,Supermarkt 5,A972702809,50.86
2023-07-29,Supermarkt 5,A263998349,809.84
2023-07-29,Supermarkt 5,A748685023,269.58
2023-07-29,Supermarkt 5,A645860259,910.66
2023-07-29,Supermarkt 5,A389120771,613.07
2023-07-29,Supermarkt 5,A753883151,1121.3
2023-07-29,Supermarkt 5,A872935781,932.87
2023-07-29,Supermarkt 5,A868317939,108.65
2023-07-29,Supermarkt 5,A252916767,651.48
2023-07-29,Supermarkt 5,A386086695,538.02
2023-07-29,Supermarkt 5,A817818516,571.37
2023-07-29,Supermarkt 5,A669505911,536.55
2023-07-29,Supermarkt 5,A473609569,895.38
2023-07-29,Supermarkt 5,A550171681,427.65
2023-07-29,Supermarkt 5,A625343472,881.83
2023-07-29,Supermarkt 5,A083655087,462.79
2023-07-29,Supermarkt 5,A812415918,842.64
2023-07-29,Supermarkt 5,A668549402,1057.86
2023-07-29,Supermarkt 5,A096923443,500.93
2023-07-29,Supermarkt 5,A409715350,81.27
2023-07-29,Supermarkt 5,A354910556,584.56
2023-07-29,Supermarkt 5,A742411969,858.57
2023-07-29,Supermarkt 5,A654987724,361.87
2023-07-29,Supermarkt 5,A896705263,940.01
2023-07-29,Supermarkt 5,A646348818,656.02
2023-07-29,Supermarkt 5,A999836824,827.48
2023-07-29,Supermarkt 5,A607533685,98.31
2023-07-29,Supermarkt 5,A111347135,660.67
2023-07-29,Supermarkt 5,A041210510,1061.14
2023-07-29,Supermarkt 5,A041903818,593.65
2023-07-29,Supermarkt 5,A412451698,1096.45
2023-07-29,Supermarkt 5,A396460306,1128.98
2023-07-29,Supermarkt 5,A419120732,345.63
2023-07-29,Supermarkt 5,A751246902,339.04
2023-07-29,Supermarkt 5,A334081849,1049.32
2023-07-29,Supermarkt 5,A001581028,837.72
2023-07-29,Supermarkt 5,A700407960,169.15
2023-07-29,Supermarkt 5,A815782616,269.35
2023-07-29,Supermarkt 5,A549045120,1090.5
2023-07-29,Supermarkt 5,A423722691,536.89
2023-07-29,Supermarkt 5,A136466027,581.61
2023-07-29,Supermarkt 5,A378266150,891.59
2023-07-29,Supermarkt 5,A999347708,809.97
2023-07-29,Supermarkt 5,A019265800,602.94
2023-07-29,Supermarkt 5,A146504390,118.09
2023-07-29,Supermarkt 5,A989981183,1069.49
2023-07-29,Supermarkt 5,A330327872,193.38
2023-07-29,Supermarkt 5,A870915361,161.08
2023-07-29,Supermarkt 5,A259454150,605.5
2023-07-29,Supermarkt 5,A372068692,998.23
2023-07-29,Supermarkt 5,A374434117,452.95
2023-07-29,Supermarkt 5,A514866963,849.39
2023-07-29,Supermarkt 5,A723537068,80.52
2023-07-29,Supermarkt 5,A532548198,953.45
2023-07-29,Supermarkt 5,A100730616,299.21
2023-07-29,Supermarkt 5,A326808827,9.69
2023-07-29,Supermarkt 5,A255847604,112.85
2023-07-29,Supermarkt 5,A255193123,170.1
2023-07-29,Supermarkt 5,A646517298,895.94
2023-07-29,Supermarkt 5,A318938704,138.03
2023-07-29,Supermarkt 5,A054318164,34.85
2023-07-29,Supermarkt 5,A318608643,553.85
2023-07-29,Supermarkt 5,A080457377,1065.63
2023-07-29,Supermarkt 5,A823953263,51.21
2023-07-29,Supermarkt 5,A425482210,57.95
2023-07-29,Supermarkt 5,A604937338,417.19
2023-07-29,Supermarkt 5,A572880989,414.75
2023-07-29,Supermarkt 5,A682903812,800.8
2023-07-29,Supermarkt 5,A916966929,454.0
2023-07-29,Supermarkt 5,A570650616,417.85
2023-07-29,Supermarkt 5,A598622108,726.7
2023-07-29,Supermarkt 5,A032179396,508.38
2023-07-29,Supermarkt 5,A832072969,1175.08
2023-07-29,Supermarkt 5,A961138459,1183.73
2023-07-29,Supermarkt 5,A897505213,501.87
2023-07-29,Supermarkt 5,A916873693,640.56
2023-07-29,Supermarkt 5,A769457115,732.81
2023-07-29,Supermarkt 5,A759768800,771.93
2023-07-29,Supermarkt 5,A694833875,1064.58
2023-07-29,Supermarkt 5,A486874181,921.18
2023-07-29,Supermarkt 5,A504606535,859.05
2023-07-29,Supermarkt 5,A737558937,138.41
2023-07-29,Supermarkt 5,A780660615,635.72
2023-07-29,Supermarkt 5,A080263736,1139.45
2023-07-29,Supermarkt 5,A995987625,1046.52
2023-07-29,Supermarkt 5,A583044907,1176.27
2023-07-29,Supermarkt 5,A073041068,918.52
2023-07-29,Supermarkt 5,A505420213,1024.26
2023-07-29,Supermarkt 5,A864571822,1152.82
2023-07-29,Supermarkt 5,A898420684,998.64
2023-07-29,Supermarkt 5,A092764092,167.33
2023-07-29,Supermarkt 5,A345280706,190.79
2023-07-29,Supermarkt 5,A838365661,785.16
2023-07-29,Supermarkt 5,A740090764,1176.7
2023-07-29,Supermarkt 5,A474096348,466.7
2023-07-29,Supermarkt 5,A896628119,616.15
2023-07-29,Supermarkt 5,A759880633,73.01
2023-07-29,Supermarkt 5,A711235704,433.35
2023-07-29,Supermarkt 5,A850686347,68.2
2023-07-29,Supermarkt 5,A704683956,977.83
2023-07-29,Supermarkt 5,A191374536,383.85
2023-07-29,Supermarkt 5,A779291438,439.8
2023-07-29,Supermarkt 5,A545096746,768.07
2023-07-29,Supermarkt 5,A120086036,793.9
2023-07-29,Supermarkt 5,A903994835,395.09
2023-07-29,Supermarkt 5,A967921033,391.89
2023-07-29,Supermarkt 5,A994616876,578.16
2023-07-29,Supermarkt 5,A804050816,692.3
2023-07-29,Supermarkt 5,A875903080,66.44
2023-07-29,Supermarkt 5,A129599369,571.53
2023-07-29,Supermarkt 5,A459485174,735.97
2023-07-29,Supermarkt 5,A180070284,955.4
2023-07-29,Supermarkt 5,A950890741,400.5
2023-07-29,Supermarkt 5,A391288825,602.38
2023-07-29,Supermarkt 5,A593866344,615.4
2023-07-29,Supermarkt 5,A531425227,728.34
2023-07-29,Supermarkt 5,A144983351,342.85
2023-07-29,Supermarkt 5,A566157709,1178.75
2023-07-29,Supermarkt 5,A913996223,241.29
2023-07-29,Supermarkt 5,A359021938,598.61
2023-07-29,Supermarkt 5,A167699491,1001.88
2023-07-29,Supermarkt 5,A660746054,956.63
2023-07-29,Supermarkt 5,A750937477,599.61
2023-07-29,Supermarkt 5,A839187408,186.53
2023-07-29,Supermarkt 5,A558119376,961.0
2023-07-29,Supermarkt 5,A886539397,1165.09
2023-07-29,Supermarkt 5,A529121356,836.59
2023-07-29,Supermarkt 5,A781238065,1023.01
2023-07-29,Supermarkt 5,A070650971,878.08
2023-07-29,Supermarkt 5,A548804252,1112.7
2023-07-29,Supermarkt 5,A167062797,901.81
2023-07-29,Supermarkt 5,A796715547,653.61
2023-07-29,Supermarkt 5,A050652539,809.04
2023-07-29,Supermarkt 5,A112044092,292.8
2023-07-29,Supermarkt 5,A021851701,1191.3
2023-07-29,Supermarkt 5,A563368527,635.75
2023-07-29,Supermarkt 5,A581441188,343.26
2023-07-29,Supermarkt 5,A515714979,92.12
2023-07-29,Supermarkt 5,A629799926,746.61
2023-07-29,Supermarkt 5,A722629871,78.67
2023-07-29,Supermarkt 5,A951679163,617.08
2023-07-29,Supermarkt 5,A890023258,743.95
2023-07-29,Supermarkt 5,A156882114,66.28
2023-07-29,Supermarkt 5,A684828499,22.07
2023-07-29,Supermarkt 5,A730767679,57.19
2023-07-29,Supermarkt 5,A709727627,1063.79
2023-07-29,Supermarkt 5,A132660260,292.1
2023-07-29,Supermarkt 5,A478213961,400.85
2023-07-29,Supermarkt 5,A541971426,149.05
2023-07-29,Supermarkt 5,A325915629,847.25
2023-07-29,Supermarkt 5,A068688948,532.55
2023-07-29,Supermarkt 5,A098254116,437.11
2023-07-29,Supermarkt 5,A923657051,921.67
2023-07-29,Supermarkt 5,A073763728,172.15
2023-07-29,Supermarkt 5,A765910416,690.51
2023-07-29,Supermarkt 5,A213864760,592.58
2023-07-29,Supermarkt 5,A318174016,932.93
2023-07-29,Supermarkt 5,A677780503,55.91
2023-07-29,Supermarkt 5,A034578511,704.96
2023-07-29,Supermarkt 5,A566851640,578.31
2023-07-29,Supermarkt 5,A435254285,1124.24
2023-07-29,Supermarkt 5,A352895467,850.46
2023-07-29,Supermarkt 5,A736906463,561.22
2023-07-29,Supermarkt 5,A069699492,832.39
2023-07-29,Supermarkt 5,A829095350,579.67
2023-07-29,Supermarkt 5,A601129768,104.03
2023-07-29,Supermarkt 5,A575171739,592.77
2023-07-29,Supermarkt 5,A632355975,871.47
2023-07-29,Supermarkt 5,A229661730,536.43
2023-07-29,Supermarkt 5,A040749219,934.09
2023-07-29,Supermarkt 5,A038735068,377.99
2023-07-29,Supermarkt 5,A002617846,819.65
2023-07-29,Supermarkt 5,A914929772,959.52
2023-07-29,Supermarkt 5,A215524242,259.92
2023-07-29,Supermarkt 5,A054619963,957.74
2023-07-29,Supermarkt 5,A408781824,797.67
2023-07-29,Supermarkt 5,A927675298,342.13
2023-07-29,Supermarkt 5,A358452102,844.13
2023-07-29,Supermarkt 5,A281115864,840.47
2023-07-29,Supermarkt 5,A911898038,426.89
2023-07-29,Supermarkt 5,A457976901,749.8
2023-07-29,Supermarkt 5,A053798044,1047.35
2023-07-29,Supermarkt 5,A545004779,1038.43
2023-07-29,Supermarkt 5,A388513382,1116.84
2023-07-29,Supermarkt 5,A167123570,289.96
2023-07-29,Supermarkt 5,A262960226,952.34
2023-07-29,Supermarkt 5,A026441137,394.0
2023-07-29,Supermarkt 5,A311757545,629.13
2023-07-29,Supermarkt 5,A958540170,765.57
2023-07-29,Supermarkt 5,A832930449,937.6
2023-07-29,Supermarkt 5,A943711147,373.34
2023-07-29,Supermarkt 5,A779573670,753.92
2023-07-29,Supermarkt 5,A432078557,714.41
2023-07-29,Supermarkt 5,A509564939,127.0
2023-07-29,Supermarkt 5,A653874706,351.32
2023-07-29,Supermarkt 5,A220674409,905.34
2023-07-29,Supermarkt 5,A143681521,786.55
2023-07-29,Supermarkt 5,A521770351,681.23
2023-07-29,Supermarkt 5,A066251485,575.76
2023-07-29,Supermarkt 5,A643336201,1119.04
2023-07-29,Supermarkt 5,A731113366,123.03
2023-07-29,Supermarkt 5,A337950119,1113.37
2023-07-29,Supermarkt 5,A079474585,878.33
2023-07-29,Supermarkt 5,A287704720,735.57
2023-07-29,Supermarkt 5,A652916595,579.75
2023-07-29,Supermarkt 5,A773113655,471.69
2023-07-29,Supermarkt 5,A231256986,441.33
2023-07-29,Supermarkt 5,A516600080,20.14
2023-07-29,Supermarkt 5,A655090450,613.74
2023-07-29,Supermarkt 5,A108476931,765.95
2023-07-29,Supermarkt 5,A762464855,659.93
2023-07-29,Supermarkt 5,A492876551,800.38
2023-07-29,Supermarkt 5,A132368267,561.87
2023-07-29,Supermarkt 5,A391700736,803.97
2023-07-29,Supermarkt 5,A404407856,197.26
2023-07-29,Supermarkt 5,A854266108,715.01
2023-07-29,Supermarkt 5,A997713767,115.14
2023-07-29,Supermarkt 5,A268053778,1053.77
2023-07-29,Supermarkt 5,A474459802,779.91
2023-07-29,Supermarkt 5,A576243224,147.67
2023-07-29,Supermarkt 5,A956717769,733.82
2023-07-29,Supermarkt 5,A920713912,146.66
2023-07-29,Supermarkt 5,A594321487,346.26
2023-07-29,Supermarkt 5,A040132152,260.16
2023-07-29,Supermarkt 5,A429759607,432.35
2023-07-29,Supermarkt 5,A139626857,1189.42
2023-07-29,Supermarkt 5,A287195915,717.29
2023-07-29,Supermarkt 5,A075989008,996.57
2023-07-29,Supermarkt 5,A236177963,500.28
2023-07-29,Supermarkt 5,A617514740,903.27
2023-07-29,Supermarkt 5,A934247184,865.12
2023-07-29,Supermarkt 5,A018238458,79.67
2023-07-29,Supermarkt 5,A072787911,707.6
2023-07-29,Supermarkt 5,A520022599,331.99
2023-07-29,Supermarkt 5,A870671039,275.97
2023-07-29,Supermarkt 5,A281483103,423.69
2023-07-29,Supermarkt 5,A457890316,226.96
2023-07-29,Supermarkt 5,A276143682,1197.0
2023-07-29,Supermarkt 5,A123057941,37.22
2023-07-29,Supermarkt 5,A871588979,882.26
2023-07-29,Supermarkt 5,A340937941,321.26
2023-07-29,Supermarkt 5,A992087755,799.28
2023-07-29,Supermarkt 5,A666985802,251.35
2023-07-29,Supermarkt 5,A068814159,587.74
2023-07-29,Supermarkt 5,A210996277,753.15
2023-07-29,Supermarkt 5,A924047643,498.69
2023-07-29,Supermarkt 5,A639372009,296.96
2023-07-29,Supermarkt 5,A409374588,825.05
2023-07-29,Supermarkt 5,A893334932,1129.35
2023-07-29,Supermarkt 5,A497029278,210.73
2023-07-29,Supermarkt 5,A410428714,986.75
2023-07-29,Supermarkt 5,A528851378,623.71
2023-07-29,Supermarkt 5,A541464462,567.14
2023-07-29,Supermarkt 5,A650526951,525.9
2023-07-29,Supermarkt 5,A652054976,49.48
2023-07-29,Supermarkt 5,A603582044,116.63
2023-07-29,Supermarkt 5,A561343959,18.81
2023-07-29,Supermarkt 5,A902657755,1119.72
2023-07-29,Supermarkt 5,A005651738,328.79
2023-07-29,Supermarkt 5,A981150945,747.19
2023-07-29,Supermarkt 5,A095006487,1009.96
2023-07-29,Supermarkt 5,A706979230,814.31
2023-07-29,Supermarkt 5,A659407615,628.03
2023-07-29,Supermarkt 5,A964371430,74.7
2023-07-29,Supermarkt 5,A915007945,705.85
2023-07-29,Supermarkt 5,A632275648,196.13
2023-07-29,Supermarkt 5,A009620202,372.12
2023-07-29,Supermarkt 5,A614792896,769.38
2023-07-29,Supermarkt 5,A211024838,114.98
2023-07-29,Supermarkt 5,A833201552,332.13
2023-07-29,Supermarkt 5,A708646279,743.15
2023-07-29,Supermarkt 5,A271517930,434.59
2023-07-29,Supermarkt 5,A989997645,592.29
2023-07-29,Supermarkt 5,A650614472,1149.71
2023-07-29,Supermarkt 5,A861073935,510.41
2023-07-29,Supermarkt 5,A456066626,172.39
2023-07-29,Supermarkt 5,A366798881,613.19
2023-07-29,Supermarkt 5,A537912253,797.18
2023-07-29,Supermarkt 5,A170524868,847.58
2023-07-29,Supermarkt 5,A604038175,113.26
2023-07-29,Supermarkt 5,A993351578,791.25
2023-07-29,Supermarkt 5,A570053582,163.14
2023-07-29,Supermarkt 5,A422512091,1001.02
2023-07-29,Supermarkt 5,A788950754,696.55
2023-07-29,Supermarkt 5,A679670012,381.65
2023-07-29,Supermarkt 5,A335537225,218.17
2023-07-29,Supermarkt 5,A688505675,553.16
2023-07-29,Supermarkt 5,A656518334,81.88
2023-07-29,Supermarkt 5,A716264443,1143.09
2023-07-29,Supermarkt 5,A009200603,538.01
2023-07-29,Supermarkt 5,A442797635,13.16
2023-07-29,Supermarkt 5,A242265362,182.74
2023-07-29,Supermarkt 5,A012444894,990.32
2023-07-29,Supermarkt 5,A631083060,404.78
2023-07-29,Supermarkt 5,A656309719,401.79
2023-07-29,Supermarkt 5,A359914036,594.41
2023-07-29,Supermarkt 5,A244438343,474.21
2023-07-29,Supermarkt 5,A800933279,202.26
2023-07-29,Supermarkt 5,A133346768,402.83
2023-07-29,Supermarkt 5,A305220828,998.79
2023-07-29,Supermarkt 5,A548424340,59.12
2023-07-29,Supermarkt 5,A910933028,1152.02
2023-07-29,Supermarkt 5,A283609409,1140.9
2023-07-29,Supermarkt 5,A410381133,957.03
2023-07-29,Supermarkt 5,A228273253,918.05
2023-07-29,Supermarkt 5,A725368653,541.52
2023-07-29,Supermarkt 5,A773031440,432.67
2023-07-29,Supermarkt 5,A983052179,313.36
2023-07-29,Supermarkt 5,A737367149,1105.2
2023-07-29,Supermarkt 5,A904974963,93.12
2023-07-29,Supermarkt 5,A563595548,834.49
2023-07-29,Supermarkt 5,A835808097,964.28
2023-07-29,Supermarkt 5,A429740544,385.89
2023-07-29,Supermarkt 5,A994514733,29.01
2023-07-29,Supermarkt 5,A290729105,640.4
2023-07-29,Supermarkt 5,A500112943,959.14
2023-07-29,Supermarkt 5,A424263777,1019.82
2023-07-29,Supermarkt 5,A898307326,167.91
2023-07-29,Supermarkt 5,A046047365,1184.25
2023-07-29,Supermarkt 5,A490583945,357.1
2023-07-29,Supermarkt 5,A909494480,150.15
2023-07-29,Supermarkt 5,A862860169,473.08
2023-07-29,Supermarkt 5,A181724067,161.04
2023-07-29,Supermarkt 5,A314868031,457.19
2023-07-29,Supermarkt 5,A058486371,147.27
2023-07-29,Supermarkt 5,A420243377,978.18
2023-07-29,Supermarkt 5,A479921769,947.93
2023-07-30,Supermarkt 5,A508436107,582.46
2023-07-30,Supermarkt 5,A494741731,697.67
2023-07-30,Supermarkt 5,A984047700,1065.18
2023-07-30,Supermarkt 5,A686288763,291.89
2023-07-30,Supermarkt 5,A117653789,868.44
2023-07-30,Supermarkt 5,A876634416,808.29
2023-07-30,Supermarkt 5,A444070196,263.23
2023-07-30,Supermarkt 5,A267759769,487.08
2023-07-30,Supermarkt 5,A244182817,147.85
2023-07-30,Supermarkt 5,A357205926,794.97
2023-07-30,Supermarkt 5,A799771723,502.38
2023-07-30,Supermarkt 5,A577908064,864.22
2023-07-30,Supermarkt 5,A901248058,114.57
2023-07-30,Supermarkt 5,A502744906,778.26
2023-07-30,Supermarkt 5,A428175671,624.14
2023-07-30,Supermarkt 5,A401829730,228.05
2023-07-30,Supermarkt 5,A795990421,799.17
2023-07-30,Supermarkt 5,A842813962,233.07
2023-07-30,Supermarkt 5,A858280858,194.21
2023-07-30,Supermarkt 5,A057188345,675.39
2023-07-30,Supermarkt 5,A370844032,1053.28
2023-07-30,Supermarkt 5,A615548631,704.74
2023-07-30,Supermarkt 5,A788109666,360.46
2023-07-30,Supermarkt 5,A443834257,123.32
2023-07-30,Supermarkt 5,A070236562,663.47
2023-07-30,Supermarkt 5,A719609280,377.34
2023-07-30,Supermarkt 5,A760957598,1153.02
2023-07-30,Supermarkt 5,A195934452,154.24
2023-07-30,Supermarkt 5,A431470276,440.02
2023-07-30,Supermarkt 5,A196351288,412.97
2023-07-30,Supermarkt 5,A440064773,190.05
2023-07-30,Supermarkt 5,A302066701,844.23
2023-07-30,Supermarkt 5,A386205094,204.14
2023-07-30,Supermarkt 5,A441032075,156.47
2023-07-30,Supermarkt 5,A466815911,26.69
2023-07-30,Supermarkt 5,A406253066,565.13
2023-07-30,Supermarkt 5,A822483184,475.42
2023-07-30,Supermarkt 5,A484628109,796.03
2023-07-30,Supermarkt 5,A096319128,673.12
2023-07-30,Supermarkt 5,A309161420,446.15
2023-07-30,Supermarkt 5,A708079024,679.41
2023-07-30,Supermarkt 5,A915048649,392.31
2023-07-30,Supermarkt 5,A119739307,196.57
2023-07-30,Supermarkt 5,A166076933,380.75
2023-07-30,Supermarkt 5,A689793331,1097.43
2023-07-30,Supermarkt 5,A968963374,519.16
2023-07-30,Supermarkt 5,A415633717,459.8
2023-07-30,Supermarkt 5,A453190985,110.53
2023-07-30,Supermarkt 5,A389820286,79.56
2023-07-30,Supermarkt 5,A639180066,330.95
2023-07-30,Supermarkt 5,A774527541,1186.45
2023-07-30,Supermarkt 5,A415352287,80.95
2023-07-30,Supermarkt 5,A391796759,892.44
2023-07-30,Supermarkt 5,A249604557,1098.06
2023-07-30,Supermarkt 5,A759796414,1030.09
