Datum,Supermarkt,Artikelnummer,Umsatz
2023-07-29,Supermarkt 3,A080457377,742.36
2023-07-29,Supermarkt 3,A823953263,1004.11
2023-07-29,Supermarkt 3,A425482210,128.25
2023-07-29,Supermarkt 3,A604937338,888.96
2023-07-29,Supermarkt 3,A572880989,361.76
2023-07-29,Supermarkt 3,A682903812,706.38
2023-07-29,Supermarkt 3,A916966929,33.42
2023-07-29,Supermarkt 3,A570650616,741.82
2023-07-29,Supermarkt 3,A598622108,519.58
2023-07-29,Supermarkt 3,A032179396,546.9
2023-07-29,Supermarkt 3,A832072969,865.61
2023-07-29,Supermarkt 3,A961138459,737.0
2023-07-29,Supermarkt 3,A897505213,229.96
2023-07-29,Supermarkt 3,A916873693,686.21
2023-07-29,Supermarkt 3,A769457115,269.47
2023-07-29,Supermarkt 3,A759768800,733.98
2023-07-29,Supermarkt 3,A694833875,963.59
2023-07-29,Supermarkt 3,A486874181,276.09
2023-07-29,Supermarkt 3,A504606535,579.16
2023-07-29,Supermarkt 3,A737558937,1136.83
2023-07-29,Supermarkt 3,A780660615,1074.09
2023-07-29,Supermarkt 3,A080263736,578.15
2023-07-29,Supermarkt 3,A995987625,655.78
2023-07-29,Supermarkt 3,A583044907,199.13
2023-07-29,Supermarkt 3,A073041068,717.13
2023-07-29,Supermarkt 3,A505420213,580.02
2023-07-29,Supermarkt 3,A864571822,1176.63
2023-07-29,Supermarkt 3,A898420684,900.53
2023-07-29,Supermarkt 3,A092764092,1089.94
2023-07-29,Supermarkt 3,A345280706,254.89
2023-07-29,Supermarkt 3,A838365661,725.86
2023-07-29,Supermarkt 3,A740090764,494.98
2023-07-29,Supermarkt 3,A474096348,1113.62
2023-07-29,Supermarkt 3,A896628119,36.79
2023-07-29,Supermarkt 3,A759880633,252.7
2023-07-29,Supermarkt 3,A711235704,387.02
2023-07-29,Supermarkt 3,A850686347,681.07
2023-07-29,Supermarkt 3,A704683956,1012.21
2023-07-29,Supermarkt 3,A191374536,77.72
2023-07-29,Supermarkt 3,A779291438,746.36
2023-07-29,Supermarkt 3,A545096746,1090.93
2023-07-29,Supermarkt 3,A120086036,320.85
2023-07-29,Supermarkt 3,A903994835,534.31
2023-07-29,Supermarkt 3,A967921033,122.23
2023-07-29,Supermarkt 3,A994616876,768.13
2023-07-29,Supermarkt 3,A804050816,346.78
2023-07-29,Supermarkt 3,A875903080,128.38
2023-07-29,Supermarkt 3,A129599369,863.73
2023-07-29,Supermarkt 3,A459485174,26.03
2023-07-29,Supermarkt 3,A180070284,752.18
2023-07-29,Supermarkt 3,A950890741,826.42
2023-07-29,Supermarkt 3,A391288825,195.4
2023-07-29,Supermarkt 3,A593866344,478.23
2023-07-29,Supermarkt 3,A531425227,518.6
2023-07-29,Supermarkt 3,A144983351,663.25
2023-07-29,Supermarkt 3,A566157709,208.37
2023-07-29,Supermarkt 3,A913996223,386.18
2023-07-29,Supermarkt 3,A359021938,482.27
2023-07-29,Supermarkt 3,A167699491,363.19
2023-07-29,Supermarkt 3,A660746054,205.73
2023-07-29,Supermarkt 3,A750937477,613.46
2023-07-29,Supermarkt 3,A839187408,1055.67
2023-07-29,Supermarkt 3,A558119376,459.39
2023-07-29,Supermarkt 3,A886539397,470.16
2023-07-29,Supermarkt 3,A529121356,178.41
2023-07-29,Supermarkt 3,A781238065,651.43
2023-07-29,Supermarkt 3,A070650971,881.7
2023-07-29,Supermarkt 3,A548804252,275.59
2023-07-29,Supermarkt 3,A167062797,276.07
2023-07-29,Supermarkt 3,A796715547,456.5
2023-07-29,Supermarkt 3,A050652539,954.86
2023-07-29,Supermarkt 3,A112044092,542.14
2023-07-29,Supermarkt 3,A021851701,198.75
2023-07-29,Supermarkt 3,A563368527,158.98
2023-07-29,Supermarkt 3,A581441188,511.38
2023-07-29,Supermarkt 3,A515714979,210.67
2023-07-29,Supermarkt 3,A629799926,512.78
2023-07-29,Supermarkt 3,A722629871,539.84
2023-07-29,Supermarkt 3,A951679163,991.4
2023-07-29,Supermarkt 3,A890023258,332.97
2023-07-29,Supermarkt 3,A156882114,304.75
2023-07-29,Supermarkt 3,A684828499,647.21
2023-07-29,Supermarkt 3,A730767679,350.06
2023-07-29,Supermarkt 3,A709727627,854.02
2023-07-29,Supermarkt 3,A132660260,467.67
2023-07-29,Supermarkt 3,A478213961,294.05
2023-07-29,Supermarkt 3,A541971426,419.7
2023-07-29,Supermarkt 3,A325915629,1021.3
2023-07-29,Supermarkt 3,A068688948,1192.12
2023-07-29,Supermarkt 3,A098254116,99.42
2023-07-29,Supermarkt 3,A923657051,256.34
2023-07-29,Supermarkt 3,A073763728,399.59
2023-07-29,Supermarkt 3,A765910416,206.32
2023-07-29,Supermarkt 3,A213864760,991.47
2023-07-29,Supermarkt 3,A318174016,1.16
2023-07-29,Supermarkt 3,A677780503,711.29
2023-07-29,Supermarkt 3,A034578511,337.45
2023-07-29,Supermarkt 3,A566851640,927.7
2023-07-29,Supermarkt 3,A435254285,554.21
2023-07-29,Supermarkt 3,A352895467,643.77
2023-07-29,Supermarkt 3,A736906463,977.79
2023-07-29,Supermarkt 3,A069699492,745.3
2023-07-29,Supermarkt 3,A829095350,568.75
2023-07-29,Supermarkt 3,A601129768,135.6
2023-07-29,Supermarkt 3,A575171739,700.78
2023-07-29,Supermarkt 3,A632355975,290.52
2023-07-29,Supermarkt 3,A229661730,488.07
2023-07-29,Supermarkt 3,A040749219,461.8
2023-07-29,Supermarkt 3,A038735068,1183.66
2023-07-29,Supermarkt 3,A002617846,150.06
2023-07-29,Supermarkt 3,A914929772,419.37
2023-07-29,Supermarkt 3,A215524242,1031.22
2023-07-29,Supermarkt 3,A054619963,1070.25
2023-07-29,Supermarkt 3,A408781824,956.97
2023-07-29,Supermarkt 3,A927675298,384.86
2023-07-29,Supermarkt 3,A358452102,114.95
2023-07-29,Supermarkt 3,A281115864,612.61
2023-07-29,Supermarkt 3,A911898038,607.23
2023-07-29,Supermarkt 3,A457976901,962.4
2023-07-29,Supermarkt 3,A053798044,506.64
2023-07-29,Supermarkt 3,A545004779,282.05
2023-07-29,Supermarkt 3,A388513382,813.71
2023-07-29,Supermarkt 3,A167123570,373.03
2023-07-29,Supermarkt 3,A262960226,38.56
2023-07-29,Supermarkt 3,A026441137,17.54
2023-07-29,Supermarkt 3,A311757545,831.19
2023-07-29,Supermarkt 3,A958540170,452.56
2023-07-29,Supermarkt 3,A832930449,304.24
2023-07-29,Supermarkt 3,A943711147,167.85
2023-07-29,Supermarkt 3,A779573670,1043.89
2023-07-29,Supermarkt 3,A432078557,239.6
2023-07-29,Supermarkt 3,A509564939,510.16
2023-07-29,Supermarkt 3,A653874706,944.05
2023-07-29,Supermarkt 3,A220674409,105.35
2023-07-29,Supermarkt 3,A143681521,957.87
2023-07-29,Supermarkt 3,A521770351,647.63
2023-07-29,Supermarkt 3,A066251485,735.27
2023-07-29,Supermarkt 3,A643336201,232.17
2023-07-29,Supermarkt 3,A731113366,845.82
2023-07-29,Supermarkt 3,A337950119,922.0
2023-07-29,Supermarkt 3,A079474585,855.51
2023-07-29,Supermarkt 3,A287704720,274.47
2023-07-29,Supermarkt 3,A652916595,939.73
2023-07-29,Supermarkt 3,A773113655,567.66
2023-07-29,Supermarkt 3,A231256986,325.29
2023-07-29,Supermarkt 3,A516600080,662.02
2023-07-29,Supermarkt 3,A655090450,70.78
2023-07-29,Supermarkt 3,A108476931,245.89
2023-07-29,Supermarkt 3,A762464855,948.95
2023-07-29,Supermarkt 3,A492876551,3.92
2023-07-29,Supermarkt 3,A132368267,278.72
2023-07-29,Supermarkt 3,A391700736,557.38
2023-07-29,Supermarkt 3,A404407856,713.89
2023-07-29,Supermarkt 3,A854266108,771.21
2023-07-29,Supermarkt 3,A997713767,467.63
2023-07-29,Supermarkt 3,A268053778,854.13
2023-07-29,Supermarkt 3,A474459802,936.8
2023-07-29,Supermarkt 3,A576243224,653.97
2023-07-29,Supermarkt 3,A956717769,134.38
2023-07-29,Supermarkt 3,A920713912,324.06
2023-07-29,Supermarkt 3,A594321487,624.86
2023-07-29,Supermarkt 3,A040132152,1048.7
2023-07-29,Supermarkt 3,A429759607,384.19
2023-07-29,Supermarkt 3,A139626857,1097.72
2023-07-29,Supermarkt 3,A287195915,1004.26
2023-07-29,Supermarkt 3,A075989008,139.34
2023-07-29,Supermarkt 3,A236177963,817.41
2023-07-29,Supermarkt 3,A617514740,641.3
2023-07-29,Supermarkt 3,A934247184,916.86
2023-07-29,Supermarkt 3,A018238458,245.68
2023-07-29,Supermarkt 3,A072787911,891.42
2023-07-29,Supermarkt 3,A520022599,679.23
2023-07-29,Supermarkt 3,A870671039,1179.92
2023-07-29,Supermarkt 3,A281483103,692.62
2023-07-29,Supermarkt 3,A457890316,1104.19
2023-07-29,Supermarkt 3,A276143682,1181.96
2023-07-29,Supermarkt 3,A123057941,1036.29
2023-07-29,Supermarkt 3,A871588979,795.73
2023-07-29,Supermarkt 3,A340937941,297.78
2023-07-29,Supermarkt 3,A992087755,876.6
2023-07-29,Supermarkt 3,A666985802,1008.72
2023-07-29,Supermarkt 3,A068814159,393.67
2023-07-29,Supermarkt 3,A210996277,1186.31
2023-07-29,Supermarkt 3,A924047643,105.63
2023-07-29,Supermarkt 3,A639372009,263.09
2023-07-29,Supermarkt 3,A409374588,381.96
2023-07-29,Supermarkt 3,A893334932,1013.2
2023-07-29,Supermarkt 3,A497029278,806.98
2023-07-29,Supermarkt 3,A410428714,1108.59
2023-07-29,Supermarkt 3,A528851378,697.49
2023-07-29,Supermarkt 3,A541464462,1088.19
2023-07-29,Supermarkt 3,A650526951,873.21
2023-07-29,Supermarkt 3,A652054976,410.75
2023-07-29,Supermarkt 3,A603582044,153.53
2023-07-29,Supermarkt 3,A561343959,249.14
2023-07-29,Supermarkt 3,A902657755,866.44
2023-07-29,Supermarkt 3,A005651738,669.18
2023-07-29,Supermarkt 3,A981150945,1116.45
2023-07-29,Supermarkt 3,A095006487,384.61
2023-07-29,Supermarkt 3,A706979230,590.29
2023-07-29,Supermarkt 3,A659407615,3.68
2023-07-29,Supermarkt 3,A964371430,927.0
2023-07-29,Supermarkt 3,A915007945,366.66
2023-07-29,Supermarkt 3,A632275648,103.7
2023-07-29,Supermarkt 3,A009620202,386.52
2023-07-29,Supermarkt 3,A614792896,413.09
2023-07-29,Supermarkt 3,A211024838,1031.9
2023-07-29,Supermarkt 3,A833201552,599.41
2023-07-29,Supermarkt 3,A708646279,911.08
2023-07-29,Supermarkt 3,A271517930,970.53
2023-07-29,Supermarkt 3,A989997645,933.39
2023-07-29,Supermarkt 3,A650614472,627.34
2023-07-29,Supermarkt 3,A861073935,593.94
2023-07-29,Supermarkt 3,A456066626,168.97
2023-07-29,Supermarkt 3,A366798881,344.62
2023-07-29,Supermarkt 3,A537912253,1104.17
2023-07-29,Supermarkt 3,A170524868,855.85
2023-07-29,Supermarkt 3,A604038175,241.58
2023-07-29,Supermarkt 3,A993351578,469.02
2023-07-29,Supermarkt 3,A570053582,654.36
2023-07-29,Supermarkt 3,A422512091,848.22
2023-07-29,Supermarkt 3,A788950754,399.41
2023-07-29,Supermarkt 3,A679670012,1135.9
2023-07-29,Supermarkt 3,A335537225,1119.15
2023-07-29,Supermarkt 3,A688505675,632.97
2023-07-29,Supermarkt 3,A656518334,28.5
2023-07-29,Supermarkt 3,A716264443,422.35
2023-07-29,Supermarkt 3,A009200603,987.52
2023-07-29,Supermarkt 3,A442797635,462.46
2023-07-29,Supermarkt 3,A242265362,1109.29
2023-07-29,Supermarkt 3,A012444894,1079.6
2023-07-29,Supermarkt 3,A631083060,1142.17
2023-07-29,Supermarkt 3,A656309719,804.56
2023-07-29,Supermarkt 3,A359914036,1096.01
2023-07-29,Supermarkt 3,A244438343,752.02
2023-07-29,Supermarkt 3,A800933279,589.59
2023-07-29,Supermarkt 3,A133346768,1157.04
2023-07-29,Supermarkt 3,A305220828,304.66
2023-07-29,Supermarkt 3,A548424340,120.37
2023-07-29,Supermarkt 3,A910933028,971.89
2023-07-29,Supermarkt 3,A283609409,447.58
2023-07-29,Supermarkt 3,A410381133,438.74
2023-07-29,Supermarkt 3,A228273253,3.23
2023-07-29,Supermarkt 3,A725368653,457.8
2023-07-29,Supermarkt 3,A773031440,713.98
2023-07-29,Supermarkt 3,A983052179,254.01
2023-07-29,Supermarkt 3,A737367149,860.91
2023-07-29,Supermarkt 3,A904974963,928.38
2023-07-29,Supermarkt 3,A563595548,590.98
2023-07-29,Supermarkt 3,A835808097,984.42
2023-07-29,Supermarkt 3,A429740544,104.71
2023-07-29,Supermarkt 3,A994514733,729.11
2023-07-29,Supermarkt 3,A290729105,986.54
2023-07-29,Supermarkt 3,A500112943,70.5
2023-07-29,Supermarkt 3,A424263777,339.5
2023-07-29,Supermarkt 3,A898307326,930.14
2023-07-29,Supermarkt 3,A046047365,759.43
2023-07-29,Supermarkt 3,A490583945,412.34
2023-07-29,Supermarkt 3,A909494480,1158.9
2023-07-29,Supermarkt 3,A862860169,867.64
2023-07-29,Supermarkt 3,A181724067,1011.9
2023-07-29,Supermarkt 3,A314868031,669.16
2023-07-29,Supermarkt 3,A058486371,752.0
2023-07-29,Supermarkt 3,A420243377,94.9
2023-07-29,Supermarkt 3,A479921769,659.66
2023-07-30,Supermarkt 3,A508436107,147.26
2023-07-30,Supermarkt 3,A494741731,613.57
2023-07-30,Supermarkt 3,A984047700,1017.92
2023-07-30,Supermarkt 3,A686288763,1108.56
2023-07-30,Supermarkt 3,A117653789,884.33
2023-07-30,Supermarkt 3,A876634416,233.43
2023-07-30,Supermarkt 3,A444070196,22.45
2023-07-30,Supermarkt 3,A267759769,571.75
2023-07-30,Supermarkt 3,A244182817,1112.03
2023-07-30,Supermarkt 3,A357205926,567.64
2023-07-30,Supermarkt 3,A799771723,637.47
2023-07-30,Supermarkt 3,A577908064,445.96
2023-07-30,Supermarkt 3,A901248058,390.34
2023-07-30,Supermarkt 3,A502744906,371.65
2023-07-30,Supermarkt 3,A428175671,618.02
2023-07-30,Supermarkt 3,A401829730,582.98
2023-07-30,Supermarkt 3,A795990421,639.32
2023-07-30,Supermarkt 3,A842813962,520.25
2023-07-30,Supermarkt 3,A858280858,1125.94
2023-07-30,Supermarkt 3,A057188345,640.22
2023-07-30,Supermarkt 3,A370844032,530.4
2023-07-30,Supermarkt 3,A615548631,993.14
2023-07-30,Supermarkt 3,A788109666,1170.05
2023-07-30,Supermarkt 3,A443834257,170.93
2023-07-30,Supermarkt 3,A070236562,287.56
2023-07-30,Supermarkt 3,A719609280,523.97
2023-07-30,Supermarkt 3,A760957598,242.71
2023-07-30,Supermarkt 3,A195934452,196.54
2023-07-30,Supermarkt 3,A431470276,204.38
2023-07-30,Supermarkt 3,A196351288,1092.3
2023-07-30,Supermarkt 3,A440064773,43.46
2023-07-30,Supermarkt 3,A302066701,304.39
2023-07-30,Supermarkt 3,A386205094,71.76
2023-07-30,Supermarkt 3,A441032075,189.18
2023-07-30,Supermarkt 3,A466815911,182.31
2023-07-30,Supermarkt 3,A406253066,41.26
2023-07-30,Supermarkt 3,A822483184,1070.73
2023-07-30,Supermarkt 3,A484628109,1185.2
2023-07-30,Supermarkt 3,A096319128,1017.32
2023-07-30,Supermarkt 3,A309161420,1033.07
2023-07-30,Supermarkt 3,A708079024,1196.79
2023-07-30,Supermarkt 3,A915048649,886.54
2023-07-30,Supermarkt 3,A119739307,290.13
2023-07-30,Supermarkt 3,A166076933,1150.58
2023-07-30,Supermarkt 3,A689793331,1012.13
2023-07-30,Supermarkt 3,A968963374,712.16
2023-07-30,Supermarkt 3,A415633717,610.22
2023-07-30,Supermarkt 3,A453190985,509.05
2023-07-30,Supermarkt 3,A389820286,363.29
2023-07-30,Supermarkt 3,A639180066,105.29
2023-07-30,Supermarkt 3,A774527541,854.46
2023-07-30,Supermarkt 3,A415352287,346.7
2023-07-30,Supermarkt 3,A391796759,228.39
2023-07-30,Supermarkt 3,A249604557,253.43
